PERMCO,GVKEY,companyid
56709,34702,3019723
56692,36206,3020203
56688,34955,3020645
56168,32809,3021122
56331,27235,3021162
56708,34953,3022340
56712,35006,3022341
46671,158055,3022375
56690,35005,3022441
56693,35004,3022442
56703,35009,3022450
56704,35014,3022451
56691,35013,3022454
56701,66355,3022458
56700,184345,3022539
56705,164724,3023049
56698,35053,3026056
56739,18385,3027141
56715,34447,3027499
56716,35055,3027959
56757,35062,3028101
56751,35078,3028108
56758,35054,3029459
56732,33467,3029477
56718,35158,3029515
56237,30280,3029538
56754,35101,3029995
56748,35090,3030027
56762,35099,3030033
56737,35102,3030069
56747,35100,3030076
56735,35089,3030080
56753,35104,3030364
56719,35077,3030432
56742,35982,3031034
56733,35091,3031636
56763,35030,3032146
56722,35120,3033121
56721,35065,3033152
56740,39277,3034902
56752,33971,3035596
56743,35136,3035624
56720,35035,3036188
56723,35168,3039776
56781,38981,3040993
56768,34467,3041277
56769,35182,3043182
56796,35210,3043280
56770,35287,3044303
56801,35255,3046073
56797,35266,3046541
56789,35267,3046564
56791,35270,3046594
56798,35254,3046623
56773,35133,3046780
56774,189579,3047060
56790,26356,3047766
56792,35373,3049289
56795,35280,3049315
56788,34954,3049380
56786,35279,3049405
56787,35264,3049814
56794,35290,3049858
56799,35288,3049886
56778,35327,3050057
17907,35327,3050057
56807,184077,3051757
56810,37594,3055803
16182,112030,3057626
56515,21824,3057677
56419,23464,3057717
56802,34330,3058322
56828,35376,3058382
56831,35375,3058408
56808,33337,3058459
56809,35377,3058485
56830,3105,3058565
56818,37851,3059049
56823,31803,3059116
56824,35396,3061358
56804,35391,3061398
56805,35394,3061482
56814,35395,3061508
56811,35404,3061523
56815,38198,3062510
56866,35430,3064258
56863,35423,3064300
56857,35447,3064363
56837,33499,3065338
56859,24598,3065413
58465,38995,3067388
56860,35455,3069065
45536,151423,3069079
57917,38952,3069418
56869,35305,3073441
56833,34939,3074721
45488,160375,3077749
56872,35602,3080207
56873,35640,3080803
56894,35600,3080850
56893,35601,3080874
56874,35604,3080936
56889,38779,3080966
56887,18434,3081088
57313,36898,3081537
56875,35497,3082795
56888,39157,3083052
56876,35620,3083511
56895,26528,3083547
56879,35614,3083609
56877,35617,3083612
56886,35627,3086794
56892,35471,3086882
56878,35642,3088986
56905,35648,3089357
56915,27111,3089414
56923,35630,3089461
56910,35647,3089499
56924,35638,3092905
59201,35684,3095969
9128,13239,3096143
56903,39785,3097934
56917,35728,3099818
56897,35708,3099879
56908,35727,3099964
56916,35747,3101632
56931,39621,3102355
56945,38978,3102380
56950,35761,3104297
56947,35768,3105014
56939,35403,3105892
56957,35779,3106066
56942,39535,3106071
56956,39427,3107101
58342,38961,3107107
56944,35776,3107241
56958,33798,3108815
54155,188856,3110710
56946,39435,3112480
56955,35794,3113441
56954,37214,3114362
56936,39740,3114381
56927,35793,3114655
56952,37593,3115382
56926,35796,3117111
56971,28515,3120946
56975,35358,3123307
56974,39490,3127219
56980,35922,3128995
56978,35664,3133379
56960,105616,3134497
56979,264281,3136359
51998,176567,3144690
56990,35781,3144821
56998,35646,3147481
56968,35583,3147646
56999,186904,3150779
56983,35416,3154166
56992,36052,3154242
56994,35874,3154987
56997,36028,3155033
56993,36025,3155086
5722,8867,3155955
57014,38357,3157625
57019,35714,3158342
57010,36050,3158481
57031,23552,3159475
57029,35451,3159558
57015,36053,3159645
57021,66453,3160274
57017,36094,3162000
57024,36016,3162020
57008,36083,3162710
57022,23607,3162965
57027,179507,3163696
57025,35967,3163780
57011,37188,3165150
57028,38462,3165184
50735,174169,3167794
57012,37623,3169542
57030,36140,3172775
57053,37592,3177016
57039,37562,3177030
57052,36204,3180668
57051,36237,3180679
57442,37240,3181143
57050,178923,3184863
57055,180345,3184952
57035,35882,3184965
57036,36191,3186282
57034,35978,3186318
57037,36190,3186495
57070,36301,3186523
57067,36328,3187074
57065,37711,3189870
57063,36299,3190254
57068,36264,3190263
57064,37519,3190719
57089,36300,3190979
40199,140023,3190985
57086,64229,3191958
57078,37630,3191984
57090,37946,3193628
57077,34459,3193642
57080,38949,3193646
13915,61140,3194858
57075,37392,3195091
57071,36234,3195106
57072,36236,3195377
57079,38079,3195448
58517,36463,3196593
57127,36464,3198367
46685,163118,3198394
57093,22638,3198677
57092,36494,3198821
57110,36496,3198828
57112,37275,3198890
57122,36482,3198908
57124,38065,3198980
57094,36512,3199726
57121,39078,3199812
57123,36394,3200324
57130,36473,3200649
57119,36599,3200702
57126,36600,3200750
57107,36557,3202129
57132,36556,3202939
57096,36555,3203112
57134,141887,3203143
57128,36619,3203234
57125,14501,3203650
57109,36572,3205872
57098,25645,3205936
57118,36571,3205978
57104,37449,3206050
57102,39752,3206914
57135,4094,3207796
57103,39935,3207955
57108,35958,3208232
57154,38076,3208282
57136,36263,3208656
57137,36692,3208756
57147,36678,3209325
11901,36691,3230062
17399,111629,3231246
57190,39142,3231323
57185,34609,3232266
57138,36642,3232539
57162,39097,3234117
57139,36635,3234736
57157,39712,3234874
57189,36636,3235310
57140,36677,3235375
57168,38967,3235923
57141,36660,3235952
57183,36705,3236125
57164,36704,3236154
57142,36717,3238210
57152,36718,3238612
57175,36769,3239291
57182,36767,3239319
57156,39311,3239373
57176,36679,3239382
57166,36768,3239391
57163,36716,3240687
57143,24083,3241272
57146,36790,3241520
57160,36786,3242125
57148,39337,3242155
57161,36726,3242269
59329,36758,3242278
57181,39280,3242281
57149,36399,3242291
57172,36084,3242293
57192,36754,3244384
57226,33433,3244408
57239,39136,3244511
57193,36641,3244565
57223,36757,3245130
57194,36722,3245156
57212,36728,3245195
57229,36779,3245644
57224,38979,3245872
57251,164053,3245943
57234,38027,3247855
57245,36735,3247858
57221,24424,3248206
57208,36777,3248388
57195,36788,3248415
57232,11703,3249012
58260,38773,3250521
57213,38722,3250547
57220,39250,3250780
57241,36847,3251556
57244,35306,3251592
57217,38343,3252784
57203,36861,3252793
58891,27251,3252849
58482,39103,3255459
57196,36826,3256274
57228,38271,3256434
57252,21263,3257119
57238,36349,3257198
10238,15824,3258197
57225,36759,3258555
57209,36037,3259260
57349,38050,3259979
57334,39402,3260095
57337,38960,3260477
57312,36883,3260809
57359,39371,3264012
57307,39442,3264019
57320,36852,3264183
57325,39533,3264610
57342,26920,3264844
57310,39255,3266653
57254,36885,3266785
57351,36952,3267358
59426,36951,3267600
57302,36951,3267600
57256,33110,3267658
57260,36973,3267859
57323,39405,3267883
57255,339965,3267950
57259,36967,3267975
57343,36911,3268017
58874,36995,3268225
57261,36896,3268333
57258,36950,3268369
57333,36915,3268571
57330,39525,3268710
57352,36871,3269030
54309,15489,3269516
57335,19549,3269925
57344,39158,3270649
57304,36989,3270814
57329,39009,3270919
57336,37076,3270980
57341,37090,3271194
57317,39231,3271237
57265,37023,3271412
58628,39406,3271692
57364,39909,3271811
57361,37013,3271962
57348,37062,3272250
57328,37063,3272633
57345,39098,3272649
57346,36558,3272653
57332,36863,3272669
57299,39159,3274937
57303,39306,3274942
57365,38768,3275063
57309,36910,3275121
57296,36964,3275129
57425,37019,3275365
57449,36260,3275700
57471,180146,3275790
57376,36976,3275866
57444,37035,3275872
57415,38717,3275875
57456,37083,3275876
57431,37081,3275879
57459,32846,3275907
57424,37054,3275917
57326,36929,3276243
57347,24966,3276671
57400,37079,3276791
57468,37130,3277056
57324,36907,3277541
57455,39472,3278230
57373,36500,3278308
57413,39703,3278312
57405,39265,3278921
57426,36985,3278922
57384,17001,3279016
57367,37102,3279294
57463,37105,3279484
57465,37110,3279550
57411,38916,3279657
57315,36203,3279756
57447,66871,3279795
57458,36848,3279902
11537,25302,3280875
57432,35154,3282369
57368,37200,3283084
57454,37146,3283312
58872,39992,3283368
57423,37084,3283545
57460,37187,3283580
57466,37082,3283738
57446,36465,3283883
57436,37080,3283934
57369,36633,3284842
57407,37239,3285470
57434,39273,3285620
57441,39538,3285686
57395,39570,3286230
57464,37252,3286248
57371,37254,3286566
57387,37186,3286819
57473,37066,3286824
57392,37164,3286830
57372,37180,3286846
58797,39804,3286935
57421,39054,3287690
57399,38845,3287705
57438,37135,3287839
57453,37086,3290115
57385,37293,3290335
57427,37134,3290395
57377,40092,3290414
57374,37148,3290446
57375,37150,3290477
57416,37284,3291017
57417,37309,3291073
57418,37292,3291371
57428,38082,3291655
57445,36632,3292925
57390,137861,3293044
10836,23623,3293089
54378,178157,3294090
57561,37153,3295584
57577,17651,3296371
57556,37236,3296937
57530,37412,3297407
57542,38937,3297616
57581,38953,3297630
57560,39448,3298464
57538,39800,3298486
57563,37356,3298813
57545,37057,3298894
57584,37373,3298961
57529,7637,3299324
59289,36881,3299356
14221,61709,3299766
57552,37416,3300198
57553,39380,3300419
57549,39417,3300529
57580,2578,3300614
57568,37339,3300628
57543,37307,3300866
57541,37363,3300880
57557,37163,3301032
57531,37354,3301059
57537,37170,3301107
52001,62213,3301118
57532,37338,3301282
57570,39850,3302147
57554,37428,3302396
57579,37073,3302534
57583,36727,3302547
57565,36005,3302616
57550,39578,3302631
57547,39195,3303019
57540,39112,3303041
57569,178291,3303085
57578,39954,3305089
57534,37382,3305711
57610,37471,3305842
15711,36153,3306328
57595,39357,3306353
57654,39251,3306369
57606,37493,3306739
57607,37494,3306758
57585,37486,3306764
57608,39784,3306795
57655,37495,3307513
57658,37488,3307623
57586,37425,3307774
57649,37483,3307838
57647,33073,3308055
57651,39316,3309306
57597,37322,3309748
57645,39377,3310339
57587,37420,3310549
57650,37510,3310806
57603,37501,3311250
57588,37460,3311317
57591,345920,3311427
57621,106100,3311452
57620,25472,3311483
57653,39363,3311618
57594,37355,3311627
57630,39323,3311631
57611,37527,3312090
57609,37530,3312102
57592,37414,3312110
57626,35729,3312119
57598,37482,3312124
57665,37290,3312149
57661,37362,3312174
57615,185946,3313909
57593,37357,3314049
57614,37541,3314470
57596,37543,3314489
57657,35050,3314561
57666,345980,3314590
57663,36530,3314750
57639,24028,3315326
57599,37479,3315413
57638,37480,3315825
57624,37525,3315839
57660,37476,3315875
57604,37500,3317807
57635,36787,3317827
57629,35422,3317877
57662,37550,3317955
57664,37459,3318339
57589,37489,3321632
57680,37644,3322994
57693,39783,3323807
57789,37707,3324744
57751,37691,3324765
57696,37561,3324826
57720,37675,3325442
57761,39510,3325516
58997,37658,3325560
57704,37658,3325560
57762,39994,3325600
57677,37608,3327542
57713,39951,3327591
57669,37413,3328570
57688,37607,3328576
57765,37674,3328593
57702,37741,3328603
57728,37744,3328611
57670,37560,3328614
57678,37645,3328669
57726,37734,3328674
57735,175121,3328715
57672,37751,3328722
58827,1263,3330834
57738,37810,3331254
57673,37793,3332489
55761,27677,3333414
57722,38077,3334949
57689,37735,3335001
57715,37657,3335007
57760,37783,3335015
57681,37893,3335034
57676,37646,3335794
57743,37799,3335831
57723,36357,3335845
57724,37782,3335860
57710,37896,3336617
57752,37785,3336740
57687,37870,3337309
57697,37902,3337344
59140,37794,3337411
57721,37818,3337418
57787,37723,3337583
57736,37908,3337585
57748,37784,3337600
57674,34326,3337611
57893,37780,3339374
57985,37827,3339539
57867,37829,3340105
57795,37787,3340526
57925,18885,3340708
57868,37937,3340873
57796,37925,3341165
57951,37924,3341230
57979,37825,3341443
57884,37817,3341781
57954,37840,3341801
57896,37837,3341856
57914,37786,3342213
57905,20307,3342245
57984,37848,3342274
57936,39505,3342326
57994,37844,3342336
57939,37966,3343565
57851,37749,3343566
57892,37854,3343852
57991,37846,3343935
57852,37698,3344285
57932,37797,3344391
57993,37938,3345079
57797,37824,3345117
58939,38223,3345123
57906,37826,3345343
57798,37811,3346082
57799,37790,3346092
57970,22318,3346129
57865,26297,3346145
57918,27644,3346148
57969,37921,3346318
57953,37807,3346366
57958,37808,3346694
57986,37872,3346973
57926,37863,3347021
57989,35541,3347026
57854,37901,3347033
57995,37549,3349871
57933,37907,3350099
57911,36089,3350170
57859,37983,3351120
57916,37779,3351268
57920,37953,3351433
57904,17396,3351543
57992,26832,3351572
57937,37212,3351960
41577,143710,3353311
57921,39102,3353782
57960,31370,3354001
57981,39680,3354426
57860,38018,3355113
57956,37949,3355953
57888,38057,3356365
57894,38059,3356450
57861,37835,3356533
57897,38045,3356780
57889,38058,3356811
58063,38060,3357840
58015,37963,3357915
58041,37994,3358358
58040,38002,3358410
58151,38073,3358610
57997,38019,3359070
58038,38046,3359190
58056,37855,3359431
57998,38174,3359948
58051,37952,3360010
58025,38135,3360512
58124,38099,3360539
58037,36917,3360586
58062,38132,3360682
58099,38209,3360725
58032,38126,3360843
58133,38102,3360865
58158,38022,3361884
58072,38097,3362075
58059,37958,3362607
58052,38090,3362618
58042,38129,3362621
58028,38140,3362644
57999,37453,3363221
58162,38272,3363608
58031,37778,3364159
58000,38125,3364475
58127,38284,3364499
58061,37981,3364617
58121,38081,3364674
58153,38342,3364707
58080,38087,3365184
58152,38107,3365835
58164,38291,3366299
58026,38370,3366592
58021,38361,3366745
58018,38015,3367194
58003,38285,3367399
58002,38038,3367506
58014,38211,3367716
58149,38221,3368010
58049,22367,3368569
58105,38333,3368670
58004,38160,3368784
58005,38386,3368800
58108,38124,3368819
58098,38389,3368941
58036,37957,3370249
58067,38109,3370447
58140,37969,3370544
58142,38248,3370701
58073,37997,3370704
58138,37980,3371132
58006,38188,3371813
58087,38094,3371830
58043,38403,3372234
58125,38100,3372338
58008,184470,3372471
58092,38398,3372496
58118,38469,3372545
58012,38441,3372585
58096,38467,3373086
58011,38238,3373178
3074,7183,3373197
58013,38418,3373199
12178,28374,3373208
58139,38499,3373978
6331,14112,3374332
58066,38222,3375802
58023,38265,3375847
58165,179865,3376435
58179,38488,3376490
58166,38282,3376496
58136,38037,3376689
58010,115960,3377920
58198,38187,3378098
58214,38599,3378565
58218,38453,3380246
58176,38237,3380250
58229,175908,3381128
58194,38329,3382091
58167,34749,3382115
58199,38339,3382146
58169,38212,3382543
58209,35674,3382588
58170,38596,3382598
58168,38461,3382733
58193,38527,3382753
58171,38474,3383118
58196,38529,3383124
57900,37856,3384599
58223,23563,3384630
58186,38646,3384931
58219,38465,3385047
58180,38412,3385058
58213,38507,3385282
58173,38493,3385648
58172,38447,3385670
58222,38558,3385725
58216,38697,3385922
58175,38576,3386164
58206,38674,3386169
58174,31954,3386850
15244,26922,3387532
58195,38688,3388282
58181,35245,3388387
16473,35530,3388651
58215,38594,3388719
58204,38625,3389070
58009,25529,3389105
58291,38634,3390478
58299,38620,3390729
58278,38706,3390819
58281,38754,3391242
58310,38738,3391256
58290,38075,3392209
58296,37971,3392509
58265,38716,3393193
58312,38782,3393200
58309,183968,3393239
58285,35152,3393243
58271,38276,3394273
58235,38821,3394496
58232,38736,3394743
50323,26069,3394791
58267,36273,3395233
58259,38649,3395452
11937,27786,3396703
58287,179363,3396839
58292,38762,3396997
58233,38739,3397352
58288,38783,3397377
58231,38757,3397491
58236,38744,3397515
58234,38747,3397533
58266,38048,3397540
8037,11944,3397873
58275,38763,3397951
58276,38806,3397974
58303,118941,3399879
58314,137441,3399893
58488,37386,3402636
58315,38832,3403620
58468,38218,3404059
58334,38445,3404071
58352,11925,3404416
58439,38824,3404627
58316,38834,3404654
58317,38708,3404699
59462,38648,3405155
58470,38857,3405371
58318,38647,3405501
58345,36379,3406339
58428,38791,3406824
58351,38913,3406962
58353,38336,3407587
58335,38868,3407588
58319,38883,3408307
58328,39039,3408316
58469,37671,3408330
58495,38908,3408345
54170,13861,3408352
58457,32407,3408355
58448,38829,3408514
58327,39018,3408934
58438,38925,3408980
58446,38923,3408981
56489,182599,3409616
58467,38920,3409717
58456,38992,3410324
58320,39048,3411040
58321,38915,3411069
58481,38935,3411631
58324,38931,3411706
58332,38856,3411709
58323,38927,3411833
58460,38661,3411896
58453,39057,3411925
58477,38917,3411941
58458,39063,3412098
58492,39051,3412214
58703,39502,3412301
58325,38936,3412412
58447,39060,3412590
58427,38910,3412624
58350,38490,3414461
58437,39127,3415144
58497,39065,3415227
58474,39225,3415258
58464,39069,3415355
58431,38987,3415440
58442,38945,3415536
58466,39070,3415549
58333,38954,3415588
58344,37596,3415623
58483,35345,3415660
58444,34263,3415681
58528,39156,3415861
58544,38986,3416250
58534,38278,3416262
58562,38924,3416356
58499,133767,3416403
58616,38827,3416457
58518,38375,3419200
58581,183666,3419263
58545,37547,3419372
58525,36235,3419382
58596,38511,3419419
58536,33049,3419821
58567,38428,3420631
58611,38867,3421238
58524,39068,3422047
58520,39061,3422269
58554,39240,3422340
58600,39171,3422464
58599,39170,3422503
58502,26839,3422549
58597,39202,3422560
58582,17494,3422902
58590,162643,3422944
58519,39056,3422984
58575,39203,3422988
58608,38745,3423033
58551,38764,3423094
58504,39198,3423221
58588,39241,3423900
58607,38755,3423928
58558,183663,3424023
58568,38900,3424283
58505,38707,3425176
58606,38583,3425451
58614,38624,3425478
58579,38491,3425515
58501,39182,3425569
58507,39175,3425645
58522,39312,3425664
58508,39067,3425698
58550,39059,3425960
58531,39276,3426331
58557,39291,3426359
58510,38870,3426492
58509,39246,3426757
58586,39248,3426773
58553,39269,3427649
58601,39286,3428393
58515,39122,3428538
58513,38946,3428902
58514,38748,3428930
58572,39358,3429001
58604,38416,3429364
58570,39293,3429401
58584,39344,3429591
58529,39317,3429619
58595,39359,3429636
58578,164146,3429651
58609,39204,3430024
58576,39189,3430128
58598,39184,3430135
58577,37352,3430157
58587,39181,3430212
58591,39190,3430241
58512,39310,3431821
58673,28551,3431865
58690,27086,3432297
58670,116675,3432640
58621,39201,3432757
58661,39365,3433124
58622,39266,3433257
59360,38621,3433315
58641,39399,3434093
58660,39271,3434212
58675,155913,3434462
58674,20074,3434947
58653,38277,3434964
58684,39261,3435225
58656,39426,3436106
58659,38993,3436140
58645,23001,3440208
58680,39411,3441250
58647,26891,3441366
58683,35121,3441849
9009,13176,3442622
58651,38426,3442657
15276,23790,3443083
58662,21295,3443104
58734,106233,3443629
58763,39409,3443801
58756,39433,3443808
58738,155894,3444216
58765,39561,3444238
58998,39215,3444642
58723,34753,3444658
58711,39260,3446446
9222,13381,3446680
58710,39268,3447314
59455,39488,3448239
58740,39488,3448239
59394,39637,3448676
58693,39476,3448957
58720,38932,3448963
58750,39477,3448971
58694,39453,3448979
58716,39508,3449211
58695,39482,3449260
58692,39483,3449319
58731,39089,3449382
58696,39487,3449898
58704,38753,3450173
58691,39564,3451138
58698,39524,3453086
58697,39539,3453112
58707,39364,3453233
58748,39278,3453516
58746,39542,3453602
58699,39540,3453753
58712,39556,3453865
58742,39547,3453887
58758,39526,3454058
58760,38310,3454108
58700,39554,3454229
58726,39563,3454305
58754,39638,3455706
58702,39555,3456113
58735,39639,3456494
54745,19189,3456675
58737,39544,3457385
58869,39599,3457433
58701,39651,3457880
58873,31942,3457936
58853,39595,3457989
58792,39432,3458460
58901,39632,3459971
58809,39431,3459995
58775,39648,3460241
58894,39665,3460242
58862,39307,3460932
58714,39787,3461040
58881,39683,3461168
58839,39290,3461175
58812,38534,3461188
58793,39372,3461794
58796,19855,3462028
58777,39685,3462294
58840,39376,3462562
58859,39552,3462618
58865,39728,3462910
58817,38866,3462942
58778,39687,3463198
58832,26579,3463271
58852,39345,3463290
58860,39642,3463304
58802,39734,3463376
58843,39575,3464889
58890,39354,3465029
58841,39633,3465240
58788,39475,3465417
58779,39756,3465671
58780,39684,3465747
58902,39774,3465778
58818,27712,3465797
58801,39750,3465962
58786,39726,3466020
58905,39806,3466031
58899,39753,3466166
58799,38800,3466462
58886,40353,3466878
58828,38239,3467893
58868,39598,3468068
58844,39647,3468169
58882,39819,3468241
58822,39805,3468333
58781,39810,3468576
58814,39816,3468934
58856,39822,3469267
58782,39751,3469382
58783,39823,3469483
58804,39860,3469780
58829,39872,3469795
58794,39831,3469891
58833,39342,3469921
58895,39869,3470013
58897,39818,3470068
58823,39830,3470157
58956,39813,3470929
58932,37364,3471467
59020,38476,3471860
58981,33382,3471924
58907,39546,3471987
58999,39861,3472017
58929,36213,3472164
58943,107644,3472179
58908,39820,3472272
58909,39867,3472300
59005,39958,3472302
58784,39963,3472308
59000,39903,3472312
58896,39907,3472329
58928,66042,3472355
55584,5600,3472926
58984,39902,3472951
58867,39962,3473011
59124,36335,3473387
58979,39557,3473591
58912,39895,3473797
58911,39811,3473944
58925,26630,3473963
59012,39914,3474045
58927,39910,3474055
58974,39838,3474078
58923,39592,3474087
58980,39835,3474094
58960,39882,3474117
58986,39618,3474139
58989,39868,3474360
58924,39821,3474702
58935,39941,3474726
58910,40248,3475407
59011,39886,3476382
58914,39942,3476467
59006,38974,3476537
58915,39961,3476866
59018,40040,3477487
58959,38526,3477510
58941,39263,3477620
59017,38858,3477757
58988,178518,3478403
58961,39926,3478600
59001,186109,3479897
15683,21663,3480380
58933,39721,3481078
58921,25476,3481843
59035,40249,3482120
30030,12545,3482520
59044,40264,3483728
59077,40310,3484207
59066,39620,3484694
59023,39391,3485298
59091,163850,3485416
59032,38518,3485422
59037,40327,3485780
59046,39897,3486400
59031,40428,3486496
59102,40305,3486569
59055,39452,3487101
59024,40292,3487310
59085,39677,3487642
59029,40128,3487782
59090,38804,3489455
59093,40372,3489550
59094,34624,3489580
59070,32367,3492070
59078,40096,3492766
59025,40417,3493098
59145,40307,3495051
59123,40475,3495137
59132,39981,3495151
59116,40470,3495163
59117,165286,3495279
59131,39755,3496394
59157,38485,3497038
59148,39507,3499102
59120,170535,3499401
59154,40497,3499436
59136,40369,3500445
34728,109186,3500763
59135,40672,3501466
59113,40614,3504098
59196,39332,3505192
59188,39839,3505196
59165,40723,3506791
53854,29064,3507074
59185,165750,3507400
58768,39663,3507628
59213,37955,3507660
59174,40261,3507666
59199,183269,3508428
59192,178118,3509200
59177,40498,3509321
59195,40492,3509479
59190,40511,3510059
48774,108693,3510234
59168,39863,3510236
59198,36799,3511159
59235,40631,3513105
59172,18874,3513140
59161,40758,3513266
59244,40636,3513672
59237,40340,3514345
59225,40689,3515292
59238,26028,3515835
59240,108345,3515857
59227,40279,3516139
59241,66246,3516149
59224,182172,3518064
51092,174282,3519757
59220,40833,3520482
59217,41050,3522593
59275,40849,3522600
59270,35824,3523130
30963,61409,3523407
59251,41111,3523898
59262,40822,3524048
59261,176064,3525188
59248,40560,3525364
44803,146738,3525508
59255,40660,3526981
59274,40236,3527918
59268,186890,3528050
59258,34025,3528578
59265,41118,3528590
59280,39937,3529400
26126,179454,3529740
59290,40016,3529879
59281,40605,3530024
59299,40493,3530047
59296,41225,3530158
59292,41241,3531148
59278,40306,3531729
59286,41227,3531950
59300,36649,3532419
59279,41083,3532801
13422,30964,3534439
59312,21521,3537192
59321,40336,3538038
59308,41130,3538689
14456,62819,3539609
59311,35948,3539981
59315,41270,3539990
59313,41133,3540034
59306,41293,3542818
59303,41366,3544217
59342,38720,3547353
59332,41132,3552055
59343,35789,3552099
59340,40494,3552671
59335,40855,3553019
59336,41416,3553678
59357,22362,3554005
59377,41424,3554498
59370,39576,3555918
14880,63446,3556292
59353,182501,3556318
59356,41426,3556446
59350,40499,3556788
59351,40552,3557063
59352,40414,3557211
50968,166460,3559941
59358,41127,3560504
59359,36789,3560714
59361,41468,3561352
59362,41309,3561684
59368,41176,3562113
29969,28675,3563794
59408,40658,3564153
59387,170756,3565140
59400,36220,3565407
59380,41084,3565582
59388,166430,3566045
59401,40536,3566770
59390,39874,3567741
59404,170430,3569029
59395,41621,3569468
59403,41313,3569837
59385,41634,3569883
59399,40645,3569897
59381,41539,3570207
59391,41420,3572077
59422,24035,3572447
59417,38840,3572827
59409,41615,3574318
59437,41686,3580794
59435,41768,3581621
59436,41684,3582209
11283,24842,3583155
59459,41688,3590396
59444,41835,3593719
59461,41448,3596138
59456,41878,3598524
