CRSP_PERMCO,Compustat_GVKEY,BoardEx_boardID,TICKER,RP_entityID
41365,142382,10616,NaN,NaN
41265,063700,2262,NaN,NaN
41244,141577,2423,NaN,NaN
41083,141362,28787,NaN,NaN
41076,017461,5226,NaN,NaN
41074,115747,1144572,NaN,NaN
41062,141359,26124,NaN,NaN
41005,020214,605072,NaN,NaN
41000,062189,29119,NaN,NaN
40998,133468,26269,NaN,NaN
40981,141197,2614,NaN,NaN
40211,140672,24879,NaN,NaN
40209,112714,23154,NaN,NaN
40199,140023,8919,NaN,NaN
40199,140023,3190985,NaN,NaN
40158,029887,33145,NaN,NaN
40157,002408,30372,NaN,NaN
39160,140024,10094,NaN,NaN
39158,025315,5803,NaN,NaN
39145,113373,29317,NaN,NaN
39144,140033,20808,NaN,NaN
39140,028194,24748,NaN,NaN
39133,004094,3207796,NaN,NaN
38472,138404,32530,NaN,NaN
38468,138210,1063153,NaN,NaN
38450,138901,24021,NaN,NaN
38446,138402,23244,NaN,NaN
38438,138705,18457,NaN,NaN
38435,064879,17158,NaN,NaN
38421,138703,11036,NaN,NaN
38403,138602,891,NaN,NaN
38399,138601,718,NaN,NaN
38042,022974,32716,NaN,NaN
37934,138203,13027,NaN,NaN
37932,137573,10744,NaN,NaN
37741,065692,27597,NaN,NaN
37733,137435,21834,NaN,NaN
37718,136265,73,NaN,NaN
37713,134144,10191,NaN,NaN
37711,170359,10837,NaN,NaN
37700,061781,3285,NaN,NaN
37666,137432,8947,NaN,NaN
37662,014490,28871,NaN,NaN
37534,134308,32750,NaN,NaN
37533,135669,32004,NaN,NaN
37530,120334,27923,NaN,NaN
37518,135686,2918053,NaN,NaN
37514,106589,13051,NaN,NaN
37510,134026,8312,NaN,NaN
37508,184070,1014612,NaN,NaN
37506,107414,1604065,NaN,NaN
37505,063562,748009,NaN,NaN
37496,135990,22626,NaN,NaN
37389,133547,32295,NaN,NaN
37181,133987,24016,NaN,NaN
37171,034709,22105,NaN,NaN
37166,133767,18193,NaN,NaN
37159,133866,13495,NaN,NaN
37150,133945,8832,NaN,NaN
37149,133985,7897,NaN,NaN
37139,121199,21691,NaN,NaN
37137,014102,20000,NaN,NaN
36952,133366,10156,NaN,NaN
36758,031625,28986,NaN,NaN
36756,105364,2982,NaN,NaN
36614,128759,21520,NaN,NaN
36613,108778,16939,NaN,NaN
36610,119133,8548,NaN,NaN
36561,065827,25457,NaN,NaN
36558,127480,15951,NaN,NaN
36557,005792,15260,NaN,NaN
36557,005792,2021431,NaN,NaN
36385,126722,33126,NaN,NaN
36384,108718,32392,NaN,NaN
36364,126554,1060,NaN,NaN
36351,124614,21920,NaN,NaN
36346,124758,916954,NaN,NaN
36339,125517,7319,NaN,NaN
36338,125234,6951,NaN,NaN
35278,124254,23125,NaN,NaN
35275,123435,19312,NaN,NaN
35227,123097,18335,NaN,NaN
35220,122514,4622,NaN,NaN
35190,122159,2635,NaN,NaN
35178,023964,20098,NaN,NaN
35177,122380,18705,NaN,NaN
35164,120877,550205,NaN,NaN
35152,016423,5190,NaN,NaN
35048,114628,13564,NaN,NaN
35031,006239,17381,NaN,NaN
35026,120093,7734,NaN,NaN
35006,118793,4913,NaN,NaN
34996,118126,20570,NaN,NaN
34964,117861,1757,NaN,NaN
34953,116857,23826,NaN,NaN
34918,115873,21070,NaN,NaN
34907,115872,12396,NaN,NaN
34876,113917,1786,NaN,NaN
34847,008009,22559,NaN,NaN
34776,112000,6526,NaN,NaN
34728,109186,3500763,NaN,NaN
34701,065605,26312,NaN,NaN
34684,005250,13714,NaN,NaN
34680,066602,7600,NaN,NaN
34665,066290,29160,NaN,NaN
34641,066360,29896,NaN,NaN
34624,025655,4823,NaN,NaN
34622,066301,965,NaN,NaN
33717,028200,136357,NaN,NaN
32183,066085,12532,NaN,NaN
32174,066016,7905,NaN,NaN
32162,065459,1648073,NaN,NaN
32157,012352,20441,NaN,NaN
32145,065710,10771,NaN,NaN
32127,065676,31894,NaN,NaN
32108,065671,9636,NaN,NaN
32061,065251,23701,NaN,NaN
32056,002369,5011,NaN,NaN
32054,001598,2058,NaN,NaN
32051,065156,6742,NaN,NaN
32040,065074,823361,NaN,NaN
32028,065142,7469,NaN,NaN
32023,065105,4475,NaN,NaN
32022,022882,3204,NaN,NaN
32021,030229,7480,NaN,NaN
32014,298036,29120,NaN,NaN
32005,143441,715,NaN,NaN
31996,027598,8345,NaN,NaN
31991,064925,4863,NaN,NaN
31975,025405,12973,NaN,NaN
31966,064839,1921,NaN,NaN
31965,064821,1354,NaN,NaN
31930,031285,27621,NaN,NaN
31894,014794,7888,NaN,NaN
31847,009203,26468,NaN,NaN
31806,014535,27366,NaN,NaN
31802,064028,22679,NaN,NaN
31799,064048,18928,NaN,NaN
31798,063919,16047,NaN,NaN
31796,064063,13065,NaN,NaN
31791,064011,7480,NaN,NaN
31777,063769,1386239,NaN,NaN
31772,063766,26794,NaN,NaN
31767,063698,10579,NaN,NaN
31767,063698,1929165,NaN,NaN
31758,063800,15733,NaN,NaN
31752,063705,2508,NaN,NaN
31741,063637,20710,NaN,NaN
31737,063607,15123,NaN,NaN
31735,005250,13714,NaN,NaN
31732,063690,12242,NaN,NaN
31703,063507,20325,NaN,NaN
31685,063507,20325,NaN,NaN
31676,063111,26744,NaN,NaN
31664,141720,14695,NaN,NaN
31657,063188,1202706,NaN,NaN
31655,063029,5814,NaN,NaN
31652,063147,3226,NaN,NaN
31650,027766,33262,NaN,NaN
31647,062897,31495,NaN,NaN
31641,062836,24741,NaN,NaN
31640,062756,23907,NaN,NaN
31636,062922,338,NaN,NaN
31622,062689,28991,NaN,NaN
31548,026039,881427,NaN,NaN
31388,061732,21232,NaN,NaN
31204,025030,24365,NaN,NaN
31194,061586,15690,NaN,NaN
31194,061586,1650224,NaN,NaN
31191,061596,5273,NaN,NaN
31190,061581,4855,NaN,NaN
31116,020695,24920,NaN,NaN
30985,016641,420478,NaN,NaN
30963,061409,3523407,NaN,NaN
30943,061285,3440,NaN,NaN
30932,061188,15086,NaN,NaN
30898,060902,551213,NaN,NaN
30890,031858,25874,NaN,NaN
30882,025495,934634,NaN,NaN
30850,029497,28494,NaN,NaN
30847,001567,1937,NaN,NaN
30841,031285,27621,NaN,NaN
30840,031448,8075,NaN,NaN
30829,031224,17151,NaN,NaN
30827,031166,14082,NaN,NaN
30776,024727,5682,NaN,NaN
30509,031037,2815,NaN,NaN
30474,030671,26008,NaN,NaN
30450,030539,14994,NaN,NaN
30405,030165,11830,NaN,NaN
30379,025776,3324,NaN,NaN
30267,029701,29497,NaN,NaN
30260,029733,19739,NaN,NaN
30256,029724,15819,NaN,NaN
30104,029649,20625,NaN,NaN
30087,029359,29508,NaN,NaN
30086,029389,28041,NaN,NaN
30082,029318,1212802,NaN,NaN
30069,029511,8549,NaN,NaN
30068,029450,1021621,NaN,NaN
30063,001914,3219,NaN,NaN
30052,025495,934634,NaN,NaN
30037,023961,19450,NaN,NaN
30030,012545,3482520,NaN,NaN
30012,029025,27602,NaN,NaN
30011,029099,25951,NaN,NaN
29993,029082,3482586,NaN,NaN
29992,029011,4912,NaN,NaN
29981,028911,639576,NaN,NaN
29963,028943,13384,NaN,NaN
29953,028754,31033,NaN,NaN
29941,007852,22001,NaN,NaN
29940,028733,10928,NaN,NaN
29931,028543,29516,NaN,NaN
29915,028595,1021621,NaN,NaN
29883,028462,18794,NaN,NaN
29883,028462,1650219,NaN,NaN
29874,028411,5342,NaN,NaN
29865,028273,27602,NaN,NaN
29859,028336,16181,NaN,NaN
29855,028301,22750,NaN,NaN
29848,028323,556,NaN,NaN
29846,028214,16425,NaN,NaN
29819,028191,26625,NaN,NaN
29811,028152,20648,NaN,NaN
29808,028194,24748,NaN,NaN
29753,027780,9097,NaN,NaN
29750,027792,5884,NaN,NaN
29744,027766,33262,NaN,NaN
29732,026022,29410,NaN,NaN
29691,025916,1144704,NaN,NaN
29669,020696,1981197,NaN,NaN
29639,007665,625425,NaN,NaN
29637,020338,8032,NaN,NaN
29634,024370,5600,NaN,NaN
29613,025883,16884,NaN,NaN
29559,027882,25060,NaN,NaN
29555,009614,19054,NaN,NaN
29553,025665,19235,NaN,NaN
29545,025543,624040,NaN,NaN
29544,025621,28811,NaN,NaN
29540,025124,24905,NaN,NaN
29515,025389,1070384,NaN,NaN
29506,025331,12450,NaN,NaN
29489,025279,4865,NaN,NaN
29476,025157,83,NaN,NaN
29467,025053,1211631,NaN,NaN
29466,023288,9288,NaN,NaN
29464,025021,32218,NaN,NaN
29462,025034,2566538,NaN,NaN
29442,024917,24937,NaN,NaN
29422,024866,941620,NaN,NaN
29180,017080,7892,NaN,NaN
29125,024539,32407,NaN,NaN
29119,024559,22796,NaN,NaN
29067,024379,20517,NaN,NaN
29059,024356,28259,NaN,NaN
29057,024317,51055,NaN,NaN
29028,023978,77289,NaN,NaN
29012,023872,28871,NaN,NaN
28922,023466,6048,NaN,NaN
28910,007380,492537,NaN,NaN
28836,160681,1892715,NaN,NaN
28806,015086,7049,NaN,NaN
28754,015704,30658,NaN,NaN
28240,015060,5561,NaN,NaN
28104,014999,1161,NaN,NaN
27915,014077,5585,NaN,NaN
27739,012407,31968,NaN,NaN
27520,002696,6129,NaN,NaN
27382,004130,1678345,NaN,NaN
26316,006608,3287,NaN,NaN
26280,011751,1250432,NaN,NaN
26268,006946,19440,NaN,NaN
26267,012164,2058,NaN,NaN
26255,012522,25654,NaN,NaN
26227,008644,17958,NaN,NaN
26224,005583,1668712,NaN,NaN
26220,010994,8638,NaN,NaN
26204,014249,28011,NaN,NaN
26203,013465,3496517,NaN,NaN
26187,014011,13314,NaN,NaN
26137,013141,1234975,NaN,NaN
26133,014504,1142393,NaN,NaN
26126,179454,3529740,NaN,NaN
26088,022668,22693,NaN,NaN
26058,016650,26683,NaN,NaN
26024,020548,5465,NaN,NaN
25873,013031,21392,NaN,NaN
25727,002578,30359,NaN,NaN
25593,003949,32503,NaN,NaN
25590,005398,14432,NaN,NaN
25434,009872,331,NaN,NaN
25320,003305,1213664,NaN,NaN
25257,007210,1351122,NaN,NaN
25177,005442,14219,NaN,NaN
25169,008580,24443,NaN,NaN
25115,011247,33003,NaN,NaN
25076,008367,3029515,NaN,NaN
25073,009468,1212683,NaN,NaN
24976,008626,24558,NaN,NaN
24910,011226,469248,NaN,NaN
24875,004333,1205193,NaN,NaN
24567,005621,14744,NaN,NaN
24490,003568,8075,NaN,NaN
24414,009165,26336,NaN,NaN
24157,009680,2791531,NaN,NaN
24004,007090,21455,NaN,NaN
23988,007509,2300322,NaN,NaN
23827,004971,1073261,NaN,NaN
23739,003551,8032,NaN,NaN
23504,010484,7780,NaN,NaN
23477,007929,2602307,NaN,NaN
23414,007152,19941,NaN,NaN
22983,004242,10266,NaN,NaN
22888,002827,55772,NaN,NaN
22856,004611,11658,NaN,NaN
22808,015133,2334,NaN,NaN
22806,008536,24335,NaN,NaN
22775,001274,1413,NaN,NaN
22765,009359,26839,NaN,NaN
22702,004951,12973,NaN,NaN
22697,006905,80024,NaN,NaN
22655,005976,1212600,NaN,NaN
22628,003176,82322,NaN,NaN
22556,010663,270177,NaN,NaN
22413,006877,20441,NaN,NaN
22294,003841,83391,NaN,NaN
22187,001567,1937,NaN,NaN
22179,001429,460378,NaN,NaN
22177,001414,1636678,NaN,NaN
22169,001308,1519,NaN,NaN
22147,015123,31383,NaN,NaN
22130,019427,13245,NaN,NaN
22124,031958,17084,NaN,NaN
22119,017103,1021942,NaN,NaN
22118,017102,20505,NaN,NaN
22113,016478,10844,NaN,NaN
22080,012581,19445,NaN,NaN
22038,015354,10746,NaN,NaN
22031,015315,1267,NaN,NaN
22029,015320,2230022,NaN,NaN
21998,014885,29211,NaN,NaN
21995,015111,25730,NaN,NaN
21948,011670,34048,NaN,NaN
21936,011584,12240,NaN,NaN
21927,011537,33575,NaN,NaN
21913,029830,2302775,NaN,NaN
21906,011389,33335,NaN,NaN
21904,011371,33293,NaN,NaN
21902,011359,33264,NaN,NaN
21891,011306,33114,NaN,NaN
21876,011228,32979,NaN,NaN
21854,012578,32239,NaN,NaN
21837,011003,875026,NaN,NaN
21833,010984,637487,NaN,NaN
21831,010982,5643,NaN,NaN
21830,061489,25629,NaN,NaN
21789,010770,1212780,NaN,NaN
21786,010757,31811,NaN,NaN
21775,010676,1225957,NaN,NaN
21769,010669,46246,NaN,NaN
21755,013554,30738,NaN,NaN
21746,010541,30653,NaN,NaN
21738,012046,20318,NaN,NaN
21737,010499,30509,NaN,NaN
21711,010332,25677,NaN,NaN
21704,010292,82998,NaN,NaN
21695,010235,2381267,NaN,NaN
21686,010156,29562,NaN,NaN
21670,010063,29206,NaN,NaN
21665,010030,29112,NaN,NaN
21651,013557,108272,NaN,NaN
21648,009922,28776,NaN,NaN
21645,009899,27163,NaN,NaN
21640,009850,28665,NaN,NaN
21639,009838,28661,NaN,NaN
21631,009799,28520,NaN,NaN
21627,009772,28301,NaN,NaN
21625,009771,28304,NaN,NaN
21623,033652,28213,NaN,NaN
21621,013625,28163,NaN,NaN
21606,030128,18672,NaN,NaN
21592,009563,27427,NaN,NaN
21559,009392,26966,NaN,NaN
21551,009355,26825,NaN,NaN
21547,009332,28933,NaN,NaN
21546,009325,28229,NaN,NaN
21544,014794,7888,NaN,NaN
21541,009299,26741,NaN,NaN
21540,009293,26721,NaN,NaN
21531,009236,3310339,NaN,NaN
21524,009203,26468,NaN,NaN
21492,008972,25815,NaN,NaN
21482,008901,26667,NaN,NaN
21472,008859,25543,NaN,NaN
21461,008818,25391,NaN,NaN
21457,008807,25377,NaN,NaN
21442,008750,25049,NaN,NaN
21432,008694,24840,NaN,NaN
21416,008626,24558,NaN,NaN
21414,028590,245286,NaN,NaN
21405,008579,24443,NaN,NaN
21392,014753,24265,NaN,NaN
21387,008488,2361,NaN,NaN
21385,008486,24180,NaN,NaN
21376,008455,24890,NaN,NaN
21366,014359,24506,NaN,NaN
21360,008304,23673,NaN,NaN
21355,008272,933965,NaN,NaN
21347,008214,23506,NaN,NaN
21346,008210,2155289,NaN,NaN
21339,014384,23348,NaN,NaN
21326,008099,11964,NaN,NaN
21315,014750,22789,NaN,NaN
21312,014747,22767,NaN,NaN
21308,008030,22688,NaN,NaN
21306,008009,22559,NaN,NaN
21306,008009,1553142,NaN,NaN
21305,008007,33264,NaN,NaN
21302,007984,22515,NaN,NaN
21299,007970,22660,NaN,NaN
21293,007904,22188,NaN,NaN
21287,012886,22082,NaN,NaN
21286,007881,22069,NaN,NaN
21276,007853,4606,NaN,NaN
21275,007852,22001,NaN,NaN
21261,007772,21635,NaN,NaN
21255,007733,21593,NaN,NaN
21247,007938,21455,NaN,NaN
21230,007585,21174,NaN,NaN
21214,007536,24318,NaN,NaN
21205,007435,20777,NaN,NaN
21201,007366,10750,NaN,NaN
21192,014996,20377,NaN,NaN
21189,007260,20302,NaN,NaN
21183,030950,20064,NaN,NaN
21175,007152,19941,NaN,NaN
21172,007127,19888,NaN,NaN
21169,012466,856153,NaN,NaN
21164,007107,1662827,NaN,NaN
21158,007065,19713,NaN,NaN
21156,010417,19699,NaN,NaN
21140,006873,19883,NaN,NaN
21137,014734,20502,NaN,NaN
21135,014737,20504,NaN,NaN
21134,014735,20503,NaN,NaN
21130,006865,92177,NaN,NaN
21127,012263,19466,NaN,NaN
21123,006830,19243,NaN,NaN
21111,006781,19065,NaN,NaN
21100,013963,32416,NaN,NaN
21099,006707,18805,NaN,NaN
21097,006682,18739,NaN,NaN
21075,006534,18320,NaN,NaN
21053,006424,17869,NaN,NaN
21049,006403,17833,NaN,NaN
21041,006375,17777,NaN,NaN
21029,006310,17922,NaN,NaN
21029,006310,1687673,NaN,NaN
21015,006241,17383,NaN,NaN
21004,006178,16938,NaN,NaN
20994,006104,16569,NaN,NaN
20982,006013,16260,NaN,NaN
20978,005968,26744,NaN,NaN
20978,005968,2132746,NaN,NaN
20977,005959,16041,NaN,NaN
20973,005905,15773,NaN,NaN
20957,014363,15634,NaN,NaN
20950,027914,15207,NaN,NaN
20938,005735,15121,NaN,NaN
20938,005735,551128,NaN,NaN
20924,024010,1714,NaN,NaN
20915,005643,14812,NaN,NaN
20915,005643,2022926,NaN,NaN
20908,005606,14722,NaN,NaN
20900,005568,14582,NaN,NaN
20891,013125,14483,NaN,NaN
20882,013003,17526,NaN,NaN
20869,005442,14219,NaN,NaN
20853,014714,18802,NaN,NaN
20845,005306,13813,NaN,NaN
20840,005250,13714,NaN,NaN
20839,005246,596083,NaN,NaN
20836,005237,13618,NaN,NaN
20832,005218,13561,NaN,NaN
20819,005179,13324,NaN,NaN
20818,005169,13275,NaN,NaN
20812,005142,13154,NaN,NaN
20792,005047,12986,NaN,NaN
20771,004933,3552,NaN,NaN
20760,015377,12466,NaN,NaN
20753,004843,12276,NaN,NaN
20750,004839,12262,NaN,NaN
20740,004802,12134,NaN,NaN
20701,013114,11757,NaN,NaN
20672,004462,550009,NaN,NaN
20666,004450,11037,NaN,NaN
20659,004423,10896,NaN,NaN
20612,004103,488007,NaN,NaN
20593,004034,9498,NaN,NaN
20580,015037,13520,NaN,NaN
20566,003835,8886,NaN,NaN
20556,003734,8660,NaN,NaN
20543,003650,8426,NaN,NaN
20541,003639,8404,NaN,NaN
20533,003612,8288,NaN,NaN
20524,014805,1201054,NaN,NaN
20522,003524,794854,NaN,NaN
20517,003497,794854,NaN,NaN
20506,004049,1649003,NaN,NaN
20505,012123,4262,NaN,NaN
20486,003255,7140,NaN,NaN
20484,003246,7443,NaN,NaN
20483,003243,6930,NaN,NaN
20481,003230,123297,NaN,NaN
20473,003170,7293,NaN,NaN
20449,030865,6873,NaN,NaN
20442,002999,6634,NaN,NaN
20433,012378,6548,NaN,NaN
20417,002858,6246,NaN,NaN
20413,002845,6277,NaN,NaN
20410,002839,6277,NaN,NaN
20409,013710,424005,NaN,NaN
20405,002812,9468,NaN,NaN
20403,002803,5966,NaN,NaN
20383,002662,5619,NaN,NaN
20381,012430,5577,NaN,NaN
20371,002577,8398,NaN,NaN
20362,002556,8379,NaN,NaN
20358,015237,6838,NaN,NaN
20356,002538,6122,NaN,NaN
20351,015084,5342,NaN,NaN
20342,002436,5207,NaN,NaN
20328,002369,5011,NaN,NaN
20327,002346,4906,NaN,NaN
20320,002316,622220,NaN,NaN
20315,002285,4730,NaN,NaN
20314,013716,4708,NaN,NaN
20281,002100,3880,NaN,NaN
20265,002019,945834,NaN,NaN
20258,001995,7755,NaN,NaN
20253,032106,3415,NaN,NaN
20252,001974,3416,NaN,NaN
20251,001971,3412,NaN,NaN
20239,001919,3248,NaN,NaN
20221,014793,2540737,NaN,NaN
20207,001722,2490,NaN,NaN
20199,001655,2204,NaN,NaN
20196,001650,2182,NaN,NaN
20188,001598,2058,NaN,NaN
20105,001593,2053,NaN,NaN
20103,001581,2883,NaN,NaN
20102,001577,646481,NaN,NaN
20098,001545,1913,NaN,NaN
20077,001440,1809,NaN,NaN
20045,001279,1415,NaN,NaN
20043,001274,1413,NaN,NaN
20039,001243,1304,NaN,NaN
20023,001119,749,NaN,NaN
20019,001081,483,NaN,NaN
20010,001045,2021732,NaN,NaN
20007,001034,1595,NaN,NaN
18701,133425,2655,NaN,NaN
18455,133288,27977,NaN,NaN
18442,106501,12252,NaN,NaN
18428,132980,19175,NaN,NaN
18406,132799,11510,NaN,NaN
18304,109621,18378,NaN,NaN
17990,130040,6746,NaN,NaN
17986,130305,27152,NaN,NaN
17970,129823,3884,NaN,NaN
17969,130049,33213,NaN,NaN
17962,129840,10450,NaN,NaN
17939,129118,10517,NaN,NaN
17933,129471,11939,NaN,NaN
17928,129419,6283,NaN,NaN
17922,108846,1070052,NaN,NaN
17861,128541,21754,NaN,NaN
17665,107325,19359,NaN,NaN
17502,127377,11033,NaN,NaN
17492,127282,32199,NaN,NaN
17474,127075,9220,NaN,NaN
17401,126600,2497663,NaN,NaN
17345,126424,28548,NaN,NaN
17312,125860,23646,NaN,NaN
17301,125598,587409,NaN,NaN
17296,125583,31371,NaN,NaN
17292,125524,1932629,NaN,NaN
17215,125358,21683,NaN,NaN
17210,125274,5246,NaN,NaN
17208,125014,23985,NaN,NaN
17205,125240,33722,NaN,NaN
17158,124358,16379,NaN,NaN
17156,124361,28847,NaN,NaN
17147,124198,31826,NaN,NaN
17128,123998,17674,NaN,NaN
16908,064021,13788,NaN,NaN
16863,122917,19147,NaN,NaN
16807,123017,22576,NaN,NaN
16701,122674,15018,NaN,NaN
16696,122520,25627,NaN,NaN
16678,122394,24173,NaN,NaN
16666,181104,1532,NaN,NaN
16652,122099,23775,NaN,NaN
16636,022373,646483,NaN,NaN
16631,121817,26894,NaN,NaN
16619,121819,32401,NaN,NaN
16607,122034,15717,NaN,NaN
16603,121493,2555,NaN,NaN
16597,121478,26917,NaN,NaN
16593,121481,741984,NaN,NaN
16592,121437,9954,NaN,NaN
16590,117841,1064090,NaN,NaN
16589,121453,792421,NaN,NaN
16558,120835,747342,NaN,NaN
16553,120839,15895,NaN,NaN
16530,120441,885998,NaN,NaN
16528,120458,3530,NaN,NaN
16528,120458,1707062,NaN,NaN
16522,120357,607046,NaN,NaN
16521,120358,30635,NaN,NaN
16515,120302,31280,NaN,NaN
16506,027760,9335,NaN,NaN
16496,120134,15961,NaN,NaN
16489,119955,835949,NaN,NaN
16487,017367,1886,NaN,NaN
16473,035530,3388651,NaN,NaN
16456,119419,31395,NaN,NaN
16425,118577,16904,NaN,NaN
16422,118502,7942,NaN,NaN
16408,118307,23209,NaN,NaN
16407,118228,32542,NaN,NaN
16406,115404,33212,NaN,NaN
16374,117161,25310,NaN,NaN
16364,117020,23161,NaN,NaN
16348,024281,1062522,NaN,NaN
16344,116668,7002,NaN,NaN
16341,116610,1106085,NaN,NaN
16339,116615,32213,NaN,NaN
16322,116210,27404,NaN,NaN
16316,115313,30583,NaN,NaN
16311,066185,7350,NaN,NaN
16310,115766,253,NaN,NaN
16302,115516,191,NaN,NaN
16283,114484,18587,NaN,NaN
16268,113490,8304,NaN,NaN
16267,113425,30440,NaN,NaN
16245,136306,15438,NaN,NaN
16228,113178,15320,NaN,NaN
16212,112623,31534,NaN,NaN
16201,112366,18024,NaN,NaN
16182,112030,3057626,NaN,NaN
16166,111205,16424,NaN,NaN
16127,185372,1647390,NaN,NaN
16123,110732,1226156,NaN,NaN
16119,110728,23993,NaN,NaN
16110,062592,940583,NaN,NaN
16091,066726,736205,NaN,NaN
16072,066713,2792,NaN,NaN
16071,108111,26717,NaN,NaN
16049,109425,21488,NaN,NaN
16040,066728,28587,NaN,NaN
16020,066682,14029,NaN,NaN
16016,066673,15796,NaN,NaN
15989,066544,662230,NaN,NaN
15984,066519,13068,NaN,NaN
15975,066452,5710,NaN,NaN
15969,066454,589,NaN,NaN
15965,066445,20047,NaN,NaN
15936,066386,10523,NaN,NaN
15930,066389,33138,NaN,NaN
15915,031267,28231,NaN,NaN
15909,065365,22179,NaN,NaN
15900,066073,23629,NaN,NaN
15892,066043,483509,NaN,NaN
15847,065803,25674,NaN,NaN
15846,065897,10711,NaN,NaN
15845,065901,15541,NaN,NaN
15840,065887,2373,NaN,NaN
15830,027517,1619992,NaN,NaN
15824,066004,12535,NaN,NaN
15812,065275,1927870,NaN,NaN
15812,065275,5091,NaN,NaN
15801,022380,9239,NaN,NaN
15760,065622,7637,NaN,NaN
15751,065587,21629,NaN,NaN
15750,065569,547,NaN,NaN
15721,065489,827438,NaN,NaN
15687,065387,27954,NaN,NaN
15683,021663,3480380,NaN,NaN
15652,065280,16547,NaN,NaN
15651,065275,1927870,NaN,NaN
15641,065247,348,NaN,NaN
15638,182309,15329,NaN,NaN
15631,065217,22931,NaN,NaN
15610,065158,27214,NaN,NaN
15600,029993,7479,NaN,NaN
15597,065128,665664,NaN,NaN
15594,065107,5714,NaN,NaN
15587,064182,3190,NaN,NaN
15561,065016,28814,NaN,NaN
15556,065003,212,NaN,NaN
15553,064993,26439,NaN,NaN
15551,064991,21960,NaN,NaN
15545,061489,25629,NaN,NaN
15544,065066,1820489,NaN,NaN
15530,064919,1211728,NaN,NaN
15527,064918,23323,NaN,NaN
15511,064865,5807,NaN,NaN
15505,064848,18018,NaN,NaN
15488,064807,81302,NaN,NaN
15483,039351,20264,NaN,NaN
15476,064851,4672,NaN,NaN
15451,064692,24144,NaN,NaN
15450,017715,7221,NaN,NaN
15410,064689,31500,NaN,NaN
15402,064550,645876,NaN,NaN
15363,064433,26,NaN,NaN
15357,064423,1895200,NaN,NaN
15354,165934,2557,NaN,NaN
15349,064404,20465,NaN,NaN
15335,064638,646664,NaN,NaN
15333,064688,25179,NaN,NaN
15332,064451,13400,NaN,NaN
15319,064351,9256,NaN,NaN
15300,064314,10863,NaN,NaN
15292,064303,2056,NaN,NaN
15264,015320,2230022,NaN,NaN
15259,064209,22032,NaN,NaN
15258,064210,1222182,NaN,NaN
15244,026922,3387532,NaN,NaN
15240,064177,3625929,NaN,NaN
15236,064163,9261,NaN,NaN
15205,064099,25410,NaN,NaN
15196,064072,1692432,NaN,NaN
15186,064055,1942040,NaN,NaN
15177,064041,21760,NaN,NaN
15170,064009,32592,NaN,NaN
15166,064020,30277,NaN,NaN
15152,062646,7507,NaN,NaN
15150,063998,13507,NaN,NaN
15134,063976,4719,NaN,NaN
15120,063952,2202435,NaN,NaN
15118,063943,2051,NaN,NaN
15115,063940,19431,NaN,NaN
15114,063938,27402,NaN,NaN
15100,063915,1518,NaN,NaN
15091,063890,2793,NaN,NaN
15061,063930,11547,NaN,NaN
15055,031136,29489,NaN,NaN
15048,063804,31164,NaN,NaN
15037,063763,14739,NaN,NaN
15026,063740,28818,NaN,NaN
15021,063728,907,NaN,NaN
15014,063700,2262,NaN,NaN
14996,063687,31793,NaN,NaN
14996,063687,2355485,NaN,NaN
14984,063663,18870,NaN,NaN
14982,063661,16261,NaN,NaN
14969,063639,22934,NaN,NaN
14967,063617,7100,NaN,NaN
14965,063604,383,NaN,NaN
14946,061679,13841,NaN,NaN
14945,063559,8428,NaN,NaN
14927,063527,29200,NaN,NaN
14921,001627,68555,NaN,NaN
14909,063481,1146439,NaN,NaN
14899,063474,21878,NaN,NaN
14895,024140,15541,NaN,NaN
14882,063448,804803,NaN,NaN
14869,063418,5590,NaN,NaN
14860,025656,12227,NaN,NaN
14849,063374,488612,NaN,NaN
14830,063297,23770,NaN,NaN
14798,063106,1027667,NaN,NaN
14784,063197,2220377,NaN,NaN
14783,024475,7473,NaN,NaN
14772,063162,2607,NaN,NaN
14751,017724,6267,NaN,NaN
14745,063102,17868,NaN,NaN
14737,063083,622730,NaN,NaN
14730,063077,31624,NaN,NaN
14721,063053,21864,NaN,NaN
14715,063030,10788,NaN,NaN
14712,063026,32496,NaN,NaN
14691,062984,30785,NaN,NaN
14686,030132,2155567,NaN,NaN
14680,062957,1190,NaN,NaN
14657,062929,33392,NaN,NaN
14641,062107,21305,NaN,NaN
14620,062995,1207598,NaN,NaN
14613,105454,2935,NaN,NaN
14608,062829,1965,NaN,NaN
14604,062821,4796,NaN,NaN
14581,062742,1205951,NaN,NaN
14569,062731,641367,NaN,NaN
14559,062702,1008,NaN,NaN
14552,062694,27773,NaN,NaN
14527,062655,29462,NaN,NaN
14501,028432,13459,NaN,NaN
14487,062527,1707,NaN,NaN
14471,062491,23873,NaN,NaN
14421,062649,689,NaN,NaN
14340,062016,9247,NaN,NaN
14339,062005,9457,NaN,NaN
14337,061996,2645,NaN,NaN
14337,061996,1650007,NaN,NaN
14332,061980,602654,NaN,NaN
14310,061899,15273,NaN,NaN
14308,061903,24176,NaN,NaN
14304,036049,3158781,NaN,NaN
14294,062497,23417,NaN,NaN
14288,061940,2307805,NaN,NaN
14258,061766,28723,NaN,NaN
14249,061753,581536,NaN,NaN
