CRSP_PERMCO,Compustat_GVKEY,BoardEx_boardID,TICKER,RP_entityID
54311,043188,1924862,FWONB,B803B1
54311,017010,1924862,FWONK,B803B1
54311,027187,1924862,FWONK,B803B1
54311,043188,1924862,FWONK,B803B1
12577,029206,12366,FWRD,10943B
58853,039595,3457989,FWRG,8Y7T09
30857,031593,243,FWVB,NaN
53984,189546,1796579,FXAI,732FAE
51309,175646,1004985,FXCB,NaN
53607,185518,1675335,FXCM,NaN
59072,039944,3485737,FXCOU,NaN
14702,028460,12696,FXEN,NaN
58520,039061,3422269,FXLV,DA9FDD
56701,066355,3022458,FXNC,EA8375
58293,135484,3390360,FYBR,E7CF49
52937,179281,1042603,FYR,NaN
12139,028278,13163,GABC,4D8E5E
51789,175375,876833,GAC,NaN
58450,038172,3403649,GACQU,CF8DDB
16608,121659,13840,GAFC,NaN
17298,125601,12736,GAIA,83066C
46853,164155,782134,GAIN,887F84
54027,150221,1808898,GALT,C93C44
44396,150221,1808898,GALT,C93C44
20787,005024,12966,GAM,8C77C6
58451,340388,1878810,GAME,6D4C04
34992,118264,12715,GAMI,NaN
57087,316747,2014135,GAN,0A2EB8
8710,014192,12739,GANS,0A2EB8
58105,038333,3368670,GANX,C05305
1892,004990,12818,GAP,817ED9
58030,038096,3363888,GAPAU,NaN
20844,005301,14030,GAPTQ,NaN
54352,170775,1942971,GARS,NaN
58854,039619,3457928,GATE,DS7B9F
57385,037293,3290335,GATO,03C94A
20773,004941,12886,GATX,FD0CA4
52931,144183,1067395,GAU,F90FE5
50311,166304,822841,GAV,4990D0
48790,145658,575006,GAXIQ,NaN
6944,016832,13309,GBCI,2F7474
53395,184689,1641798,GBDC,E390E8
54954,012257,2121571,GBIM,0AB3CF
57119,036599,3200702,GBIO,BFF98A
44696,156384,812456,GBLI,14796F
47876,162489,819020,GBNK,NaN
29298,011372,791049,GBR,239370
16371,113299,12702,GBTB,NaN
57400,037079,3276791,GBTG,F5083D
30446,030463,13863,GBX,4EC4C1
53612,183528,1677109,GCAP,NaN
16640,117026,884342,GCBC,AABEA0
37720,144727,12383,GCFB,1D320F
29529,025537,13843,GCH,5B97D0
56605,037404,2964356,GCMG,D069E5
20805,005109,13056,GCO,ECA300
15639,065244,13457,GCOM,NaN
55513,026812,2404467,GCP,13AD2B
30859,061449,637571,GCV,585EC0
20791,005046,12984,GD,814274
55241,023071,2232357,GDDY,0A0D9E
54609,018747,2000802,GDEF,NaN
16368,117036,18381,GDEN,EF5914
10943,020988,18381,GDEN,EF5914
8698,012697,11860,GDLN,NaN
53462,184392,1195777,GDOT,6DDA15
21368,008387,2646153,GDP,21268E
57265,037023,3271412,GDRX,3877AD
59223,039062,3517775,GDST,NaN
20831,005216,13556,GDW,8F8BC0
56558,036293,2926001,GDYN,AFBEB4
11166,024621,13612,GDYS,NaN
55762,029016,2555718,GECC,6A0E35
59074,040120,3482715,GEEXU,NU1G8N
27374,005338,13891,GEF,AECCA9
27374,005338,13891,GEF.B,AECCA9
16581,121257,23233,GEG,857EA9
53378,175834,1639591,GEGSQ,NaN
59446,041818,3599725,GEHC,NaN
10384,017202,12943,GEHL,NaN
8374,012388,855614,GENC,743C70
2809,007185,855614,GENC,743C70
59591,043059,3658759,GENK,NaN
52278,023109,624746,GENN,EDB675
8243,012233,13116,GENZ,NaN
13225,030536,33006,GEO,34E9F9
1932,177206,13132,GEOI,NaN
1933,012708,13129,GEOKQ,NaN
51790,165880,1006743,GEOR,NaN
15841,065896,23537,GEOS,E1BADA
51201,114748,861804,GEOY,NaN
12235,028504,13365,GEPT,NaN
14859,063405,13173,GERN,DD0F15
31710,063447,14079,GES,6F3936
35027,062865,13102,GETI,NaN
31634,062865,13102,GETI,NaN
59329,036758,3242278,GETY,8A509C
57158,036758,3242278,GETY,8A509C
15744,192856,31328,GEVA,NaN
53678,186437,1687123,GEVO,ADD337
13662,031703,14063,GFED,BED3E1
20981,005987,13915,GFF,DE4924
59075,040328,3485802,GFGDU,JQQ13Z
52895,179079,1012209,GFGFQ,NaN
46105,160719,730843,GFIG,NaN
57040,035612,3175178,GFL,FD5F0D
52879,176065,606131,GFLB,NaN
15480,063318,13845,GFLS,NaN
50609,166789,107017,GFN,762B8D
46995,106897,15590,GFP,67A912
58856,039822,3469267,GFS,CF1E10
16547,120822,833542,GFSI,NaN
57599,037479,3315413,GFX,657968
57599,037479,3315413,GFX.U,657968
50487,162055,637392,GGBMQ,NaN
2002,005252,13715,GGG,4D8313
58566,038655,3416467,GGGVU,2CA15C
50611,166554,824464,GGL,319AC0
45175,116387,897208,GGLR,252FA0
58108,038124,3368819,GGMC,6038FA
58108,038124,3368819,GGMCU,6038FA
6080,005165,13266,GGT,F51487
47017,163988,530096,GGXY,NaN
57938,037849,3340215,GHACU,5.72E+44
21888,011300,33103,GHC,1B637E
44620,157355,602777,GHCI,NaN
47440,164609,488938,GHDX,NaN
59129,040483,3497027,GHIX,NJPXPW
57387,037186,3286819,GHLD,980AA2
2004,005254,13720,GHM,FD9A97
51329,175886,892642,GHSEQ,NaN
34886,021864,6430,GIB.A,D1E81C
30897,060931,29849,GIC,NaN
11067,024385,29849,GIC,NaN
15423,064568,14104,GIFI,A37491
6080,005165,13266,GIGA,6E8774
52896,178958,1026004,GIGIQ,NaN
10419,019402,13267,GIII,40C6C8
57940,037919,3355750,GIIXU,7DA8AA
57077,036344,3193642,GIK.U,NaN
34782,111486,13269,GIL,D884DC
11300,024856,13273,GILD,F6E248
54447,012803,1958061,GIMO,NaN
58723,034753,3444658,GIPR,4F0BD5
20798,005071,13034,GIS,9CA619
16160,111723,13385,GISX,NaN
44919,019907,33486,GIW,NaN
58294,038660,3394767,GIWWU,C9B43F
1959,004936,12699,GK,NaN
45715,161075,93552,GKIS,NaN
55327,023990,2299914,GKOS,E19A99
21764,010614,30937,GL,35FF94
50310,166142,1007477,GLA,NaN
41975,145024,13313,GLAD,741A86
31665,063138,15630,GLAE,5B7FFD
31570,061941,13337,GLB,0D182E
53607,185518,1675335,GLBR,D3CBAC
41698,065050,13334,GLBZ,B5FBF1
7913,011819,12,GLCH,14E35B
5537,005201,13528,GLDC,69CA23
1964,005210,13528,GLDC,69CA23
51552,148223,13814,GLDD,87D591
42918,138124,625487,GLDUQ,NaN
1957,005379,14109,GLFMQ,NaN
16085,061276,13472,GLGSQ,NaN
58110,038043,3370508,GLHAU,052DC9
8164,174114,3690,GLK,5B901A
12647,029346,13916,GLLC,NaN
59077,040310,3484207,GLLI,0L5RSS
59077,040310,3484207,GLLIU,0L5RSS
50853,163644,932716,GLNHQ,NaN
52767,164258,1010461,GLOI,NaN
9994,014886,33774,GLOV,NaN
47429,163935,732330,GLP,0FE695
54610,018792,2006042,GLPI,6F0A63
41577,143710,1952912,GLPW,803F45
54152,020399,2061313,GLRI,D86B04
5137,014815,32109,GLRP,NaN
57147,036678,3209325,GLSHQ,NaN
57346,036558,3272653,GLSI,24B08A
59398,041449,3566714,GLST,NaN
59398,041449,3566714,GLSTU,NaN
45173,160550,634762,GLU,8180A9
58453,039057,3411925,GLUE,91B72A
51992,176782,876888,GLUU,NaN
45376,160935,1020887,GLV,3A34DE
20523,003532,7915,GLW,475210
54718,018878,2034697,GLYC,C01737
9892,014863,13087,GLYT,NaN
53554,005073,1673114,GM,1BC12C
20799,005073,1673114,GM,1BC12C
12415,028877,731228,GMCR,NaN
42775,145049,734294,GME,D42DBA
54157,171002,1877439,GMED,2DA651
59224,182172,3518064,GMGI,99113C
51097,122212,917665,GMOL,NaN
2001,005330,13857,GMP,NaN
41695,141462,13033,GMR,NaN
55599,016125,2480954,GMRE,2F960F
55577,022583,2463532,GMS,CFF57D
14041,062261,12961,GMST,NaN
45083,158733,550003,GMTA,NaN
15851,065911,12790,GMTCQ,NaN
41271,142339,13478,GMXRQ,NaN
45689,014049,485784,GNA,CDDABE
57739,037753,3328718,GNACU,F31554
54993,021326,2132733,GNBC,NaN
53710,185645,1696103,GNCIQ,NaN
50488,166402,834921,GNET,NaN
20846,005313,14037,GNI,18CD56
47018,163930,2308922,GNK,EF2573
55328,023996,2293431,GNL,723548
10975,024179,13024,GNLB,NaN
59473,041538,3606899,GNLX,NaN
53419,184542,1645253,GNMK,429BFB
53713,293754,66112,GNMX,NaN
53574,185346,1672175,GNOM,NaN
51320,165785,835694,GNOW,1.37E+70
56298,032254,2800072,GNPX,6D9B53
53339,183736,1626065,GNRC,304C94
57024,036016,3162020,GNRS,9E314C
57024,036016,3162020,GNRSU,9E314C
55340,141462,2300004,GNRT,NaN
11260,024781,13101,GNTAQ,NaN
50186,160623,494110,GNTP,NaN
5639,005118,13104,GNTX,CC339B
5242,005116,13104,GNTX,CC339B
16115,031265,2654897,GNTY,282C18
41058,111965,13115,GNVC,B7259B
45174,158354,494219,GNW,EB36DE
58455,038989,3244418,GOAC.U,80A10A
57206,036719,3244418,GOAC.U,80A10A
57139,036635,3234736,GOCO,5F9B6A
59571,040593,3639748,GODN,NaN
59571,040593,3639748,GODNU,NaN
56676,037576,3003712,GOEV,NaN
54428,170384,1959962,GOGO,6634D9
57386,187235,1895386,GOLD,1B17F5
44289,154739,420623,GOOD,6B494E
45483,160329,116351,GOOG,4A6F00
45483,160329,116351,GOOGL,4A6F00
55872,030560,2633390,GOOS,BA7A45
53483,175503,1659620,GORO,D15833
56300,026218,2648025,GORV,NaN
55476,026218,2648025,GORV,NaN
54022,170765,2648025,GORV,NaN
40991,141037,13490,GORXQ,NaN
56633,034578,2991420,GOSS,938D89
20837,012122,13633,GOTTQ,NaN
35010,119154,13640,GOVB,280FDA
57347,024966,3276671,GOVX,3A0161
20809,005134,13139,GP,131F0A
20807,005125,13110,GPC,C15DB3
59492,041979,3610292,GPCR,NaN
32111,065718,13933,GPI,284289
12954,029964,23934,GPIC,NaN
55969,031994,2672331,GPMT,238302
41168,141913,13417,GPN,1D9E55
50323,026069,3394791,GPOR,705C8A
53664,066405,801425,GPR,62817E
50489,181269,884336,GPRE,306623
54387,160378,1953393,GPT.PRA,NaN
45383,160378,1953393,GPT.PRA,NaN
13551,031500,647138,GPTX,863507
57236,022703,1908490,GPV,131F0A
3236,007759,13657,GPX,54512F
52894,179067,1284067,GQN,NaN
20833,005229,13605,GR,NaN
7070,016679,4513,GRAN,C971D1
2017,005357,13983,GRBEQ,NaN
52369,022047,1055723,GRBK,5E1DF3
52282,165361,891121,GRBUQ,NaN
58691,039564,3451138,GREE,V6N3KF
2012,005340,13903,GREY,NaN
52930,179186,881003,GRHHQ,97464C
57993,037938,3345079,GRI,B09380
17519,127438,13911,GRIC,NaN
16075,064934,13913,GRIF,46885
53340,148221,1625268,GRM,9CA619
53081,162699,1210493,GRMH,NaN
41059,141459,12844,GRMN,D21EF3
57728,037744,3328611,GRNA,NaN
43615,112007,13868,GRNB,NaN
57554,037428,3302396,GRND,NaN
59426,036951,3267600,GRNT,NaN
57302,036951,3267600,GRNT,NaN
58067,038109,3370447,GROV,150BF5
58031,037778,3364159,GROY,ABCE02
36955,133170,13773,GRP,NaN
53932,187363,1732178,GRPN,25AB8E
56522,033996,2911510,GRSHU,NaN
30102,029607,13344,GRT,NaN
44276,155458,535410,GRT.UN,NaN
56971,028515,3120946,GRWG,4AE584
57742,037641,3325568,GSAQU,NaN
52522,147340,13447,GSB,NaN
10421,019428,13825,GSBC,775439
55205,023353,2228113,GSBD,NaN
29964,020488,13547,GSC,1A8691
53985,187644,1797059,GSEHQ,NaN
57942,037842,3354956,GSEVU,BA6505
32017,005187,27038,GSF,NaN
20826,005187,27038,GSF,NaN
56337,033421,2811156,GSHD,A204A7
16157,014386,13424,GSIC,NaN
9729,014386,13424,GSIC,NaN
51993,160213,1006654,GSIT,7DC1C4
56359,033531,2819652,GSKY,14833D
45279,160596,493303,GSL,7DA397
15416,064554,14015,GSLA,NaN
16601,121613,13458,GSPN,NaN
58351,038913,3406962,GSQB,NaN
58351,038913,3406962,GSQB.U,CFCCBC
57896,037837,3341856,GSQD.U,BD6F9B
50185,178921,578083,GST.PRA,NaN
50185,178921,578083,GST.PRB,NaN
50185,178921,578083,GSTCQ,NaN
54105,185103,1196541,GSV,EB9245
46021,139225,12869,GSXN,NaN
20834,005234,13610,GT,A666C8
53062,177895,1096070,GTATQ,NaN
1308,003691,3350556,GTBP,93836C
12265,028563,109122,GTCB,NaN
52991,164046,790329,GTE,713F21
56214,032886,2767045,GTES,2D8972
30940,061153,31601,GTI,NaN
10651,022543,13600,GTIM,8BBA0A
18433,130200,13108,GTIV,NaN
29530,025807,14042,GTK,NaN
58778,039687,3463198,GTLB,NaN
29717,025964,6510,GTLS,0C8D82
23706,002932,6510,GTLS,0C8D82
1908,005284,13794,GTN,382EAE
1908,005284,13794,GTN.A,382EAE
44496,155615,571796,GTOP,NaN
58111,037978,3363975,GTPAU,1D67B5
58112,037977,3363977,GTPBU,B1B1C6
15390,064486,14092,GTRC,NaN
11120,024491,14049,GTSI,NaN
54448,163768,1958905,GTTNQ,NaN
51186,154817,2140400,GTU.U,NaN
51186,154817,2140400,GTU.UN,AB2622
12646,029345,12881,GTW,NaN
54148,162717,1872983,GTWN,NaN
3641,005149,13213,GTY,4B6EF9
55750,028368,2563750,GTYH,NaN
51553,176255,645406,GUID,NaN
35159,121758,735707,GUT.PRC,NaN
10561,021429,13769,GVA,0BD4E8
58945,039878,3474060,GVCIU,NaN
15552,064994,468951,GVHR,NaN
53986,187686,1795020,GWAY,QWIZCQ
55050,021616,2156835,GWB,837C04
55026,020441,2155644,GWGHQ,NaN
21213,007515,13070,GWI.H,NaN
58567,038428,3420631,GWII,NaN
14754,063123,13057,GWR,NaN
53970,190455,1792728,GWRE,279916
55545,186169,1682819,GWRS,9F5CBB
29456,025031,13311,GWSV,NaN
20841,005256,13725,GWW,6EB9DA
21213,007515,13070,GWW.H,NaN
59499,041685,3614483,GXAI,NaN
52776,178738,572871,GXDX,NaN
58113,038161,3368354,GXIIU,ED7FC6
21032,006334,13822,GXP,NaN
21032,006334,13822,GXP.PRACL,NaN
21032,006334,13822,GXP.PRDCL,NaN
21032,006334,13822,GXP.PRECL,NaN
9505,013864,12748,GXYF,NaN
15963,063196,13211,GYI,NaN
14790,063196,13211,GYI,NaN
12053,028018,14142,GYMB,NaN
50600,025999,57738,GYRE,NaN
55407,005395,14144,GYRO,96A329
2072,005395,14144,GYRO,96A329
57564,037283,3298473,HAACU,52FFD8
13849,061019,14167,HABC,44B1D1
55112,021983,2168710,HABT,NaN
50612,164592,885598,HAC,NaN
2075,024021,14181,HAE,2A6B55
41159,031368,14285,HAFC,EDF5CA
12569,029609,14195,HAIN,75172
20868,005439,14212,HAL,2B49F4
45865,151630,852951,HALO,2C740F
6120,005432,14202,HALX,NaN
8741,012788,14342,HAR,744BBD
12759,029550,14315,HARB,NaN
54611,016719,2006613,HART,NaN
20887,005518,14399,HAS,AA98ED
16155,111532,14405,HAST,NaN
13504,031748,14416,HAUP,E20E3F
45872,162276,734540,HAV,NaN
54375,017550,1947127,HAWK,3EF7AB
53200,183380,1570841,HAWKQ,NaN
29231,023587,82104,HAYN,69494C
58000,038125,3364475,HAYW,1406B8
29719,026019,14449,HAYZQ,NaN
14804,026019,14449,HAYZQ,NaN
2093,005786,15235,HBAN,C9E107
56056,032352,2711448,HBB,E06265
53098,180183,1324540,HBCP,102727
42410,146071,664671,HBE,NaN
51096,175319,882407,HBI,3F6A9C
41060,141469,14381,HBIO,44740A
53523,107781,741619,HBM,1DD3A3
54149,166723,1874797,HBMD,9C8664
12260,022196,15055,HBNC,1216D1
9389,018533,15055,HBNC,1216D1
2249,005702,15055,HBNC,1216D1
51654,176479,1008025,HBNK,NaN
46854,163673,630877,HBOS,NaN
56912,035759,3093021,HBT,950AB7
32035,065009,14290,HC,NaN
55970,031592,2672940,HCAC.U,NaN
54412,017896,1950229,HCAP,NaN
57632,037257,3317789,HCARU,B66619
56804,035391,3061398,HCAT,B508E5
16646,122015,15180,HCBK,NaN
52968,179597,1056840,HCCI,A8AC4C
56972,035908,3129105,HCCOU,NaN
51791,176744,1280165,HCD,201320
46544,163845,749059,HCE,NaN
15260,064231,14980,HCFC,NaN
15260,064231,14980,HCFL,NaN
57745,037700,3328681,HCIC,32A502
57745,037700,3328681,HCICU,32A502
57746,037661,3336378,HCIIU,9740D3
16130,111000,2256,HCKT,EC1AF3
58461,038190,3405174,HCNE,NaN
58461,038190,3405174,HCNEU,A8A1E4
53845,185980,1710511,HCOM,NaN
59023,039391,3485298,HCP,NaN
29110,024607,19588,HCR,NaN
2766,006998,19588,HCR,NaN
54158,012432,1880454,HCRSQ,B1B2C8
6616,005539,14509,HCSG,F8DE55
58859,039552,3462618,HCTI,2TNIXF
26124,015465,14510,HCTL,NaN
58724,038334,3456369,HCVI,NaN
58724,038334,3456369,HCVIU,NaN
58568,038900,3424283,HCWB,NaN
5085,005680,14982,HD,ACDF88
51202,174454,630209,HDIX,NaN
20875,005458,14272,HDLM,NaN
13743,018654,14325,HDNG,NaN
13407,030899,15184,HDSN,1D97E0
46675,063383,15312,HDYNQ,A848C1
20890,005526,14433,HE,C3C137
41072,001177,989,HE8,NaN
20026,001177,989,HE8,NaN
54031,019602,1808895,HEAR,FBD92D
9683,014606,14546,HEARQ,NaN
2183,005475,14333,HEC,0D78C1
50199,165856,570327,HEES,FC80E6
20898,005567,14568,HEI,26008A
20898,005567,14568,HEI.A,26008A
2114,005404,14567,HEIIQ,NaN
52837,178851,957213,HEK,NaN
2116,005572,14588,HELE,CE03DF
2119,005578,14599,HELX,B2CF49
45560,031242,14691,HEOP,NaN
55193,019761,2222135,HEPA,621203
15684,061976,14954,HEPH,BDE49B
58114,037965,3359994,HERAU,4CF2A8
47879,164607,753941,HEROQ,99990D
20064,001380,1970,HES,A1BD6C
56962,021833,2643104,HESM,10F467
55910,021833,2643104,HESM,10F467
26032,020423,14349,HET,NaN
11977,027873,796917,HEVVQ,NaN
43269,147658,262972,HEW,NaN
15956,106853,15050,HFBC,NaN
53628,162825,1678509,HFBL,485CDC
37724,106770,14733,HFFC,NaN
11459,025140,14733,HFFC,NaN
56042,034030,2689596,HFFG,EB7D6C
15918,066285,14690,HFWA,BEB756
10238,015824,3258197,HGBL,AC7814
54309,015489,3269516,HGEN,86B99A
9747,014636,3269516,HGEN,86B99A
52524,177882,1040665,HGGGQ,171EAA
8212,016955,14338,HGIC,NaN
15322,064360,14491,HGRD,NaN
12630,029312,15203,HGSI,NaN
58176,038237,3380250,HGTY,NaN
55806,027393,2593899,HGV,1DEBBE
53556,185797,1671577,HHH,BD0790
52801,178504,1042451,HIA,NaN
2141,005619,14740,HIB,NaN
16346,116770,14737,HIFN,NaN
55160,022629,2212362,HIFR,NaN
10039,016967,14825,HIFS,F8BDCE
31386,061739,14372,HIG,766047
57406,037091,3286257,HIGA,D5C9E9
57406,037091,3286257,HIGA.U,D5C9E9
44707,156291,575577,HIH,NaN
53697,186310,1694757,HII,6BC741
57943,037999,3356556,HIIIU,1430F5
54330,016886,1930647,HIIQ,NaN
50860,175055,864414,HIL,A1F01B
32070,065413,9541,HILL,DCB3A8
57321,037351,3059049,HIMS,3092CF
56818,037851,3059049,HIMS,3092CF
57553,039380,3300419,HIPO,6122CD
7476,001518,12765,HIST,NaN
58462,330826,2966469,HITI,BBRQPJ
11645,025623,14871,HITK,NaN
47019,163927,732168,HITT,NaN
30427,030298,14793,HIW,601785
16643,121934,637778,HK,NaN
53999,186006,1795069,HKAC,NaN
53999,186006,1795069,HKACU,NaN
20872,013531,14260,HKFIQ,444F7B
2183,005475,14333,HKN,NaN
20897,005560,14555,HL,38C46F
57747,037558,3328586,HLAHU,EA144F
52294,177284,565539,HLCSQ,NaN
55384,025219,2320360,HLI,724F84
15267,064254,29520,HLIO,040DBB
13739,031843,14343,HLIT,DD9E41
57405,039265,3278921,HLLY,NaN
57447,066871,3279795,HLMN,NaN
46278,162122,630809,HLND,NaN
55886,030076,2624747,HLNE,9E0811
59265,041118,3528590,HLVX,LBU8VD
15563,065006,5506,HLX,6DD6BA
51554,176235,942711,HLYS,NaN
12277,028600,14959,HLYW,NaN
25834,012338,14494,HMA,L4CCZY
10828,012338,14494,HMA,L4CCZY
59153,040333,3499733,HMA.U,L4CCZY
45385,160725,550297,HMBNQ,NaN
57633,037496,3310345,HMCOU,01EF99
20866,005408,14887,HMG,C5C925
54653,016738,2009646,HMHC,E2CFD2
29347,024678,15053,HMN,F42FAE
51109,114956,887110,HMPR,NaN
57748,037784,3337600,HMPT,911A02
54001,187164,1797061,HMST,49914B
11871,026037,131767,HMSY,95F59E
55751,178415,2586445,HMTA,NaN
54376,017687,1947731,HMTV,0325B7
8544,016956,14339,HNBC,NaN
56283,011462,33461,HNH,NaN
2191,005690,15023,HNI,881190
54822,149906,2064133,HNNA,661139
10147,015291,574133,HNR,NaN
2545,019129,1646940,HNRG,4FBDFF
51449,175978,666979,HNSN,NaN
58230,038635,3390337,HNST,A2CCCD
10972,029710,14496,HNT,AF60B6
59292,041241,3531148,HNVR,NaN
52274,177537,1027167,HNW,C5A699
16036,109043,15062,HOFF,NaN
43253,122211,15043,HOFT,42978B
56232,036701,2769515,HOFV,A23C9D
20881,012389,14337,HOG,DC486E
47210,163975,891549,HOKUQ,436542
12567,029165,14960,HOLL,NaN
10504,020904,14967,HOLX,C951A2
50861,164633,646224,HOMB,1E5786
22168,001300,15029,HON,FF6644
55587,027604,2484686,HONE,108FDA
58570,039293,3429401,HOOD,BB036E
56704,035014,3022451,HOOK,033B58
15933,066235,21503,HOPE,AFF43F
30860,031614,15060,HORC,NaN
6370,005704,15060,HORC,NaN
16171,111868,14822,HORTQ,NaN
44977,150258,265407,HOSSQ,NaN
5153,005712,265407,HOSSQ,NaN
20935,005723,29125,HOT,NaN
56649,034566,2995650,HOTH,3564A5
50492,121200,667279,HOTJ,NaN
14966,063621,15098,HOTT,NaN
59132,039981,3495151,HOUR,4CT2BT
54208,174022,1895265,HOUS,B5BA39
20942,005750,15128,HOV,3.90E+11
59500,041998,3612770,HOVR,NaN
58204,038625,3389070,HOWL,1A7AC5
20902,005581,14617,HP,1DE526
54164,004681,1879945,HPAC,NaN
20904,005589,14681,HPC,NaN
55421,026156,2358912,HPE,DBB28E
51203,175085,930378,HPGP,NaN
7154,005697,15046,HPHWQ,NaN
57240,036897,2805305,HPK,5B934F
56343,033324,2805305,HPK,5B934F
58727,039584,3456740,HPLTU,9YLUCQ
17478,127179,14359,HPOL,NaN
53437,185018,1649501,HPP,1F08A6
54150,171097,1875779,HPTX,NaN
20864,014716,14149,HQH,NaN
56400,035481,2824594,HQI,BD72A9
29492,025211,535042,HQL,D37083
52267,023079,942040,HQSM,NaN
54955,020823,2129703,HQY,AED61E
54106,028322,1823948,HR,D9164D
29844,028322,1823948,HR,D9164D
20309,002269,4621,HRB,56EFC7
15684,061976,14954,HRBR,BDE49B
20913,005639,14805,HRC,D854F3
9338,014466,14799,HRH,NaN
51423,026749,853864,HRI,3471C0
20932,005709,15070,HRL,6B5DAD
9484,014083,14347,HRLSQ,NaN
2209,005594,14698,HRLY,NaN
57241,036847,3251556,HRMY,981656
54331,176636,1930900,HROW,CC3EC4
12866,029741,14836,HRSH,NaN
54841,020422,2070814,HRTG,A8FDE8
9457,013786,2037610,HRTX,02FC1A
20886,005513,14390,HRVE,NaN
16034,005513,14390,HRVE,NaN
20886,005513,14390,HRVEQ,NaN
16034,005513,14390,HRVEQ,NaN
8472,016885,15058,HRZB,NaN
47431,163586,660410,HRZL,NaN
53539,185821,1670479,HRZN,E22153
50313,165855,493608,HS,NaN
44983,264468,734541,HSA,NaN
56338,021000,2804720,HSDT,38A36A
20013,014685,12336,HSF,NaN
21566,009411,27082,HSH,NaN
14098,061494,14669,HSIC,A7102F
16492,120048,14571,HSII,68B03F
15560,065011,14719,HSKA,09062E
53074,180402,592339,HSNI,NaN
44127,024346,638352,HSOA,NaN
43976,153128,491925,HSON,6FAE90
45068,160255,469196,HSP,NaN
59458,020342,3596070,HSPO,NaN
30356,029934,14843,HSR,NaN
21157,007063,15093,HST,6BF593
37161,133766,14525,HSTM,ADF1B0
54477,036525,1967814,HSTO,8AE457
20906,005597,14714,HSY,9F03CF
34979,117260,14713,HT,16FC89
34979,117260,14713,HT.PRC,NaN
34979,117260,14713,HT.PRD,NaN
59016,038468,3472974,HTAQ.U,NaN
54151,170419,1879952,HTBI,735388
34846,109599,14689,HTBK,ED8676
7694,005791,15252,HTCH,NaN
27566,006995,14746,HTCO,NaN
43013,145227,440367,HTG,9907A5
46855,160541,601281,HTGC,042C91
55274,022713,2242661,HTGMQ,NaN
8702,012840,14538,HTLD,2EBC0B
44055,061693,14539,HTLF,5BE42C
53002,157921,1093513,HTM,NaN
20885,005505,14378,HTMXQ,NaN
57607,037494,3306758,HTPA,657B2D
57607,037494,3306758,HTPA.U,657B2D
22088,016578,15317,HTR,CD9CCD
17365,002589,14527,HTRN,NaN
1114,002589,14527,HTRN,NaN
52992,178811,1066549,HTS,NaN
21537,009284,26702,HTSI,NaN
15676,061441,14534,HTV,NaN
14076,061441,14534,HTV,NaN
54353,023363,1942030,HTWO,NaN
53124,271794,925393,HTWR,NaN
55584,005600,3472926,HTZ,NaN
34736,005600,3472926,HTZ,NaN
34736,005600,2482066,HTZGQ,7F6F0B
2231,005417,15185,HU,NaN
20945,005764,15173,HUBB,E6E012
14427,062378,15171,HUBG,A7CCF0
55051,021847,2155226,HUBS,4458AA
59413,041202,3573670,HUDA,NaN
59413,041202,3573670,HUDAU,NaN
51204,166208,54487,HUGH,NaN
57878,038026,3355838,HUGS.U,41EF0C
57330,039525,3268710,HUMA,NaN
46156,162401,551056,HUN,8FCA78
2235,005788,15241,HURC,B762D3
45716,161997,460902,HURN,5CCDAD
50954,146659,736033,HUSA,A9F866
52933,182791,1042790,HUTC,NaN
53222,062766,15186,HVB,NaN
55851,029817,2648085,HVBC,BFBEFC
2089,005523,14427,HVT,6FEC00
2089,005523,14427,HVT.A,NaN
33932,061576,14477,HW,NaN
37716,111179,11356,HWBK,86BAC7
10954,024232,14261,HWC,850779
50862,174119,666453,HWCC,43298A
43684,150398,732184,HWFGQ,NaN
14592,062781,732184,HWFGQ,NaN
34745,066050,14439,HWK,9D407F
2238,005530,14441,HWKN,DC437D
58793,039372,3461794,HWKZ.U,NaN
20060,028192,1319,HWM,EC821B
2130,005608,14728,HXL,B604DF
59597,043092,3667701,HYAC,A0D8F2
56098,032608,3667701,HYAC,A0D8F2
32150,065527,15311,HYC,NaN
39166,140027,15281,HYDL,NaN
5932,012503,10914,HYDP,NaN
34787,112035,19541,HYF,NaN
57591,345920,3311427,HYFM,1CDA8D
40202,140910,1590594,HYG,NaN
56638,037182,3003017,HYLN,C357A3
56276,177405,2777181,HYMC,8EEC0B
20912,014721,14766,HYP,103133
57743,037799,3335831,HYPR,NaN
56410,033624,2832204,HYREQ,NaN
14099,061498,15316,HYSL,NaN
57434,039273,3285620,HYZN,NaN
55291,023540,2300961,HZN,B28367
34788,111103,19660,HZO,0B9E6F
57407,037239,3285470,HZON.U,B9C63B
56775,033750,3049972,IAA,FD5A12
11901,036691,3230062,IAC,4B3676
37495,121136,20165,IAGI,NaN
2250,006053,16489,IAL,NaN
56047,032218,2691922,IAM,4F2C8E
13943,061181,16204,IART,3A113F
58464,039069,3415355,IAS,4E3AB2
44171,151404,489331,IASG,NaN
59282,038632,1027070,IAU,NaN
17324,179459,15375,IBAS,NaN
15848,065971,16462,IBCA,NaN
24745,006140,16444,IBCIQ,NaN
11041,006140,16444,IBCIQ,NaN
7720,016890,15800,IBCP,F04E05
57897,038045,3356780,IBER.U,NaN
57243,033159,3245938,IBEX,578C09
46022,156933,469146,IBI,62B30D
14302,061873,469146,IBI,62B30D
