CUSIP,CRSP_PERMCO,TICKER,Compustat_GVKEY,BoardEx_boardID,RP_entityID
67576A10,54968,OCUL,021015,2128073,6B67BD
68622P10,57068,ORIC,036264,3190263,A3230E
48815230,2519,KELYB,006379,17781,C1114B
43689E10,53098,HBCP,180183,1324540,102727
15870P30,10020,CSBR,014983,2326096,FC1736
62951910,3133,NABI,033114,21450,2A6DBE
51327210,55778,LW,028790,2558653,5CC29D
71377A10,55428,PFGC,028787,2347403,9FA83B
95081010,9147,WSBC,017151,33291,29A4CC
03165210,16080,AMKR,110039,2079,5C8D61
27876810,52887,SATS,179202,1061516,9652E4
01671P10,56442,ALLK,033721,2885437,C9732E
48576U10,54655,KPTI,018930,2006211,F47871
75952510,65,RELM,001117,26018,4CF9F7
86272A20,47883,SSKN,164293,627043,7C3F6C
71944F10,56809,PHR,035377,3058485,4F71DC
29082K10,59217,EMBC,041050,3522593,9JXIQ9
90278Q10,12553,UFPI,029156,31863,0C466B
32051X10,55670,FHB,027665,2503084,76CEFB
14574X10,51565,TAST,176249,922423,7F3665
29379210,34829,EPD,112876,10762,0FB47C
75524W10,54589,RMAX,018578,1990089,4D8124
63590610,21256,NHC,007741,21597,084625
14880610,54931,CTLT,020228,2129696,44A4FC
74347M10,55879,PUMP,030145,2634083,0B400D
15986410,37660,CRL,137131,6495,B13B68
G3922B10,52708,G,177983,1342462,FBD2FD
75010210,57193,RXT,036641,3244565,751C8D
47103N10,58342,JBI,038961,3107107,274BC2
15708510,15306,CERS,064327,6389,C8923A
03416410,14382,ANDE,001659,2177,BCE9DA
37555810,11300,GILD,024856,13273,F6E248
12591930,11705,CVU,025726,8090,B4A8C6
98986M10,56660,ZYXI,129441,2993992,A79D88
20467A10,53823,GSJK,181745,1706481,0F8A06
67062J10,21312,NMI,014747,22767,E12255
06777U10,55342,BNED,023208,2315506,9C1A4E
74276R10,58215,PRVA,038594,3388719,5063F2
22822V10,16268,CCI,113490,8304,275300
90267310,12706,UFPT,029449,31618,0AD2E3
76680R20,54541,RNG,018630,1988598,85DA04
68209510,47214,OFLX,164116,891456,89B2E7
09060U50,56859,BCDA,024598,3065413,82AA83
29605J10,59218,ESAB,041059,3523558,FV5LS8
74967R10,55488,RMR,026545,2494009,083F72
14752810,6515,CASY,002807,5971,12F98C
17461010,55006,CFG,021825,2150201,BFE02C
65566410,3217,JWN,007922,22406,422CE3
09203E10,56992,BDTX,036052,3154242,543C77
05945F10,12058,BANF,028022,3466,0BB9E5
72913210,7980,PLXS,012945,24637,A2CAF7
82836310,56479,SILV,026332,1225776,EFF5C5
98956A10,58317,ZETA,038708,3404699,A4B04D
83549510,4196,SON,009815,28581,F702CA
92826C83,52983,V,179534,937594,93D207
09627Y10,55224,BPMC,023407,2241578,401072
72814N10,56221,AGS,031386,2767906,27C10F
92923610,4881,WDFC,011234,33176,D7AC6E
19242210,10256,CGNX,016188,7251,709AED
31891010,9141,FBNC,016777,28,F294DD
17292210,46103,CZNC,018037,6935,BE8447
84651110,54973,SPKE,020740,2128986,5876DC
25960P10,51326,DEI,175307,917238,DA0CB8
G7134L12,58145,PLMI,038373,3366384,E53FB1
23102110,20543,CUM,003650,8426,131443
69371810,3487,PCAR,008253,23563,ACF77B
03837C10,44602,APYX,012719,4897,21D903
74912410,10855,RBIN,023753,25634,E93A40
12660010,5856,CVB,020019,8462,D21D8A
29355X10,43159,NPO,148950,80987,2F6782
48250510,58125,KVSB,038100,3372338,1EFE82
75970E10,11479,PHC,025173,24138,6C4D2F
11523610,3624,BRO,015417,5204,C598D7
50127T10,55484,KURA,026081,2359530,1080C0
24736810,37666,DLA,137432,8947,480D49
74102L30,57373,SQFT,036500,3278308,B18D02
65151110,53935,NLNK,036333,1733549,03C2E7
42709650,46855,HTGC,160541,601281,042C91
37957720,54157,GMED,171002,1877439,2DA651
92347D10,56869,VERY,035305,3073441,3FFA78
20034010,1261,CMA,003231,7401,8CF6DD
12720310,56251,WHD,032938,2774073,3BC360
22788C10,56769,CRWD,035182,3043182,36ECA4
83215420,13978,SMSI,061321,28302,A433A5
45774W10,7518,IIIN,004498,16168,3C8A04
13663510,51443,CSIQ,175982,947629,7EA721
35671D85,20763,FCX,014590,12493,D4463B
92858V10,58009,VZIO,025529,3389105,728F33
00036110,20000,AIR,001004,394,F3EDB4
45769N10,38432,ISSC,135844,16112,668F3E
00674330,11029,ADDM,024428,775,3F20B3
01748X10,51547,ALGT,175007,1000666,458D2C
26818M10,57343,DYN,036911,3268017,23699B
83413U10,53350,SLRC,184287,1649267,E9C0CB
01741R10,21722,ATI,010405,1416,D1173F
81684M10,54745,SMLR,019189,2046904,728889
89531P10,35037,TREX,119316,31267,352F2C
G0176J10,54641,ALLE,316056,2018327,9A3FF4
98955K10,58532,ZVIA,039197,3426220,5LWG8O
26745T10,46671,DYAI,158055,3022375,1B5FEA
14313010,43519,KMX,064410,107377,AA7FE0
45384B10,54377,IBTX,017451,1944082,8E93A4
67063V10,29512,NXN,025416,1019118,3BBE31
64115A40,17664,NTWK,107446,21879,AE17D4
74112D10,46162,PBH,162335,600759,E0D3BA
82654610,21617,SIF,009698,27927,B881FF
28857810,54390,EARN,017866,1949523,8AC740
00922R10,46701,ATSG,155280,533426,CE4E6D
66680710,21303,NOC,007985,22521,FC1B7B
69318J10,15994,CNXN,066586,23961,B0998E
00105510,92,AFL,001449,1017,AD3C93
98907060,21948,ZAP,011670,34048,16AAE0
63040210,5253,NSSC,007685,21497,73A213
90389910,11879,ULBI,026045,31661,4EEE7E
75903M30,51408,RHE,166485,1015757,ED622B
83186520,21625,AOS,009771,28304,B4703C
92337R10,58312,VERA,038782,3393200,9XF5GZ
26817Q88,21478,DX,014403,9834,A3AAA5
04621X10,44893,AIZ,157057,550072,DD682D
65342K10,55212,NEXT,032244,2230176,E0F4E5
94348P10,47887,WAUW,164365,913664,F3D2EB
55087P10,56673,LYFT,034873,3015455,2EB04E
96524V10,54286,WHF,016608,1912219,A96DB7
74437520,8909,PMD,013733,25363,5EF2E9
49382L10,58974,PIK,039838,3474078,06BTYD
72964010,55973,PLYM,020959,2667399,54DF47
G0450A10,13971,ACGL,061302,2486,61BCA7
34637510,44115,FORM,148390,81913,FA35C6
40650V10,55034,HYH,021352,2163304,A5DD24
03233250,6244,ASYS,008864,2123,DEF96A
42810310,56962,HESM,021833,2643104,10F467
32073410,8879,FLIC,018307,197,BE86A1
36476010,1892,GPS,004990,12818,817ED9
53071M20,41998,LINTB,174147,18817,0C6861
00849210,30378,ADC,030067,1080,903AB4
34988V10,12074,FOSL,028118,12370,C9E04B
29479A10,58504,ERAS,039198,3423221,3FF890
78091510,12685,OTCM,029412,26664,1FB981
11133T10,51962,BR,176928,934640,24C48B
49749810,43328,KIRK,148391,550886,0EA07C
94106L10,9804,WM,014477,33114,616E3B
87241730,27333,TGE,003806,30541,668189
70532410,13979,PDX,061325,24025,239106
83191H10,55794,SND,022284,2555609,D28640
52077610,2612,LAWS,006617,18536,94756D
23946710,6213,DXR,003807,8799,95E813
69790010,13771,PAASF,020670,23691,4CE63E
02043Q10,45191,ALNY,264265,117536,2C7505
91911K10,12952,VRX,029955,4427,E736E2
67577C10,55148,OCGN,035712,2173149,B35ED4
12326C10,56331,BFST,027235,3021162,5DA8B3
31620R30,47864,FNF,165264,916730,9BB35A
74051N10,54563,PINC,018624,1988150,B9764A
69353Y10,57327,PMVP,037036,3272341,1EF224
25264R20,16470,DHIL,065235,9168,0BA8CE
90921430,21814,UIS,002504,31815,C99CC8
70021530,53561,PCYG,116166,1670900,23207A
73642K10,58779,PTLO,039756,3465671,683XQD
51843910,31196,EL,061567,11074,14ED2B
46114810,14161,IVAC,061587,16477,8FE7A5
54300N10,58127,LBPH,038284,3364499,7B3684
70806A10,53727,PFLT,186893,1697423,1BED9C
86415910,4295,RGR,010124,29416,5F60CE
81111T10,43508,SCST,150481,265222,C230FE
03525510,12119,ANIK,028209,2234,C38440
14575E10,55930,CARS,029155,2665107,694749
75629F10,54792,REPH,019025,2052555,C584BE
00174410,42400,AMN,144520,2086,8DBBE6
31423J10,57916,FAZE,037779,3351268,47D94F
83545G10,32164,SAH,065831,28568,ABEE43
30767510,1632,FARM,004579,11577,2262BD
41165Y10,55587,HONE,027604,2484686,108FDA
01438T10,54857,ALDX,020018,2065306,BC6620
43707610,5085,HD,005680,14982,ACDF88
33975010,55909,FND,022155,2651424,F51DB0
22410J10,5169,CBRL,003570,6097,3B50FE
75082Q10,58216,RAIN,038697,3385922,22FF21
87160710,11361,SNPS,024975,29816,7E1D5D
Y4105310,55785,INSW,027706,2574107,A9E249
80360710,15507,SRPT,064857,3218,32F943
N0705921,13621,ASML,061214,2781,AFCFF2
89854M10,58608,TCRX,038745,3423033,405137
13303410,32101,CAC,065548,5598,3BCF24
6293JP10,59138,NSTS,039641,3498632,3AG0RP
63845R10,56087,EYE,032574,2718727,0B13E8
G3938710,58856,GFS,039822,3469267,SUZM4J
14610310,56685,CARE,176828,3012944,D1344A
81374A10,55549,SCWX,026677,2445859,756BB4
91274F10,45705,YSI,160990,646010,3E15F6
63888P40,13796,NHTC,060911,21654,0D2418
12589610,20361,CMS,003439,7147,7BAAE7
43332310,10039,HIFS,016967,14825,F8BDCE
16308610,53842,CHEF,186960,1715277,AD3008
30161Q10,37154,EXEL,133885,11375,85CDC9
93142210,21881,WAG,011264,33026,QN7TZC
69847710,11270,PANRA,019433,23730,D980A5
69149730,21348,OXM,008219,23520,190BE6
12638910,5286,CSPI,002573,8375,382B74
85209E10,57463,SPRB,037105,3279484,90DD65
55910K10,56416,MGTA,033500,2829242,620381
01858110,41671,BFH,143974,1451,EF1AD9
58506Q10,55672,MEDP,019998,2504679,A47F2E
87165510,13087,SYPR,030220,29831,1F6836
71850710,21401,P,008549,24355,534E72
72703H10,55386,PLNT,024861,2317628,D71FE7
81154310,21587,SEB,009538,27400,C2E426
74340W10,32135,PLD,029984,1710,8C5519
30307510,31661,FDS,063172,11485,12A3A3
36251C10,55577,GMS,022583,2463532,CFF57D
67065610,43714,NRK,151574,1023651,4DE444
83548310,9009,SOTK,013176,3442622,82A592
37228420,53892,GNE,190590,1731142,B106FA
48123V10,16665,JCOM,122172,17230,C3BAE7
90041L10,55581,TPB,066929,2455814,1866B2
16861510,12036,CHS,027981,6637,1D3A00
07368510,45555,BECN,160598,378966,3C11C4
37439640,53678,GEVO,186437,1687123,ADD337
30040P10,54361,EVTC,185375,1945763,3B5606
35803910,55111,FRPT,021798,2164725,61A586
53566P10,11383,LCTX,024996,1601866,FFF71B
18467V10,58333,YOU,038954,3415588,77FF2E
G3728V10,57087,GAN,316747,2014135,FC7EE6
G6331P10,53387,AOSL,184604,1640803,A99EEC
54866110,2709,LOW,006829,19193,76E80F
64110L10,43145,NFLX,147579,93427,ECD263
47012E40,14582,JAKK,062745,17276,5363A2
38255010,20834,GT,005234,13610,A666C8
G2614K11,57157,DEH,039712,3234874,E91ECF
48917010,21045,KMT,006386,17800,BB58FF
92912X10,53324,IDE,184224,2566526,8C8A6B
G9027T10,57107,TREB,036557,3202129,D77274
88602920,57468,THRY,037130,3277056,F1F438
41012010,10954,HWC,024232,14261,850779
65252620,579,NEWT,008060,22092,F08B39
03215910,20193,AXR,001618,2110,222D2D
74834L10,31838,DGX,064166,25578,5F9CE3
37654610,46853,GAIN,164155,782134,887F84
96332010,21916,WHR,011465,33437,BDD12C
22704610,50293,CROX,164755,813486,0C355F
34349810,41367,FLO,004809,12151,CA99D7
87538X10,29969,TLF,028675,3563794,CC654E
91329010,31907,UNTY,062243,31838,6C987C
38046C10,54428,GOGO,170384,1959962,6634D9
50533610,2615,LZB,006543,18544,A790A5
85917W10,56160,SBT,032698,2730343,494EB9
16788910,15025,CHGO,063739,6633,AFD1CA
37637Q10,6944,GBCI,016832,13309,2F7474
12665010,21185,CVS,007241,8468,69CE71
60785L20,59185,MODD,165750,3507400,WNDKMG
51655510,14535,LANV,062666,18450,1920E8
96823520,14858,WHLM,063388,2131554,D497EB
86448210,31583,SPH,062501,29433,381A87
00971T10,17300,AKAM,125595,1221,BB5271
70469910,41007,PGC,107817,24009,1EC3E8
65487U10,57138,NKTX,036642,3232539,D47D56
36262G10,58511,GXO,039319,3430675,MSER6L
71817210,52978,PM,179621,1060044,CA1620
41282210,20881,HDI,012389,14337,DC486E
87402810,13682,TAIT,031738,29907,07276B
60937P10,56086,MDB,032526,2715202,3A0C6D
50181P10,53883,LCNB,066210,1722364,126F95
79222810,11857,MARY,026013,28989,6A3C35
G4388N10,2116,HELE,005572,14588,CE03DF
8676EP10,26251,STKL,012761,757897,0C9FD0
11704310,20344,BC,002444,5227,07CA6A
45781V10,55816,IIPR,028670,2574189,657097
83558L20,51660,SNOA,175424,851935,BD5771
58507N10,57642,MTAC,037516,3315849,0EAF9D
05971J10,7784,BXS,014219,3477,34B411
30069T10,59248,EE,040560,3525364,6WOW8E
81726A10,58288,SNTI,038783,3397377,8B6DD0
90364P10,58186,PATH,038646,3384931,86F3CB
84612U10,58746,SOVO,039542,3453602,EMW331
75875010,3840,RBC,009016,25944,EA62FC
82509L10,55259,SHOP,023650,2288291,736B94
55295310,9764,MGG,014418,20519,8E8E6E
78513510,53427,SANW,184259,1641194,79DAFD
72147K10,53305,PPC,012785,1615625,8DBE73
55269010,21132,MDU,006867,20003,135B09
72346Q10,43147,PNFP,139025,24487,A746F6
98886K10,54326,ZFC,183029,1930657,DF5F14
82933R10,58276,OMIC,038806,3397974,20FCAE
23769010,1239,DAIO,003761,8717,01A239
02156B10,55869,AYX,030655,2638015,CB728E
60855R10,44184,MOH,152149,423374,1F716B
69888410,5708,PAR,008334,23761,D6144F
56501R10,35276,MFC,124042,19601,4E01CD
25686H20,56171,DLPN,175299,2748884,435AA1
44980X10,51555,IPGP,175955,16949,A23747
79466L30,45288,CRM,157855,69444,BB127B
55977T20,50202,MGYR,165465,888621,7EB9D3
00810B10,56397,ARPO,039527,2831760,EAD63F
98379310,45186,XPO,144998,27511,E3E68E
04820910,5,AAME,016671,2917,D3AEE4
92552V10,15199,VSAT,064088,32601,316BDF
24906P10,9424,XRAY,013700,9023,2BF36E
74966010,21482,RES,008901,26667,081AB9
50188920,44497,LKQ,155394,463860,A5151E
68232V80,54486,ONTX,018172,1967819,446A70
35471R10,46878,FSP,163884,925729,A41450
88025T10,56441,TENB,033759,2889444,8AC65D
83417M10,55214,SEDG,023119,2231001,73F28D
98872L10,55526,YMTX,037588,2407597,F7ACF0
60782810,7093,MOD,007486,20950,E114F4
64115T10,16758,NTCT,122902,21875,525A1C
68827L10,55610,OR,107710,867417,E947BB
G5698W11,54204,LXFR,268208,1893076,E074F6
33643310,51447,FSLR,175404,897123,061366
55273810,21135,MFM,014737,20504,FA0BAA
26701L10,58692,BROS,039483,3449319,B73BW7
74275K10,58267,PCOR,036273,3395233,D1706A
38308210,20836,GRC,005237,13618,D7F569
74965L10,53759,RLJ,186363,1701785,D3FA2C
90225210,26080,TYL,010789,31558,442769
88830R10,52889,TITN,178973,794732,CC6F6E
03203710,20192,AP,001613,2096,259E51
02917410,20098,ARL,001545,1913,F6A392
43157110,52975,HI,179657,1041928,D854DD
29255410,16641,ECPG,121815,483759,1C599A
12685J10,55287,CABO,023225,2300967,6BDA0C
28106W10,55521,EDIT,026874,2403688,2AA6A8
58392810,14648,MFIN,062919,20035,407036
55345K10,54041,MRC,180016,1812358,52BF94
87911B20,53584,TKMR,062475,1064121,D5E3FF
98424110,56532,YMAB,034135,2917996,4398A2
16676410,20440,CVX,002991,6627,D54E62
20911510,20499,ED,003413,7705,97AAF6
17306X10,46691,CTRN,163051,736858,B4B281
89116050,29152,TD,015706,30956,741768
97425010,12378,WINA,028785,13976,942165
29103W10,55908,EEX,030998,2652039,A7F0A5
87265H10,54303,TPH,258869,1928451,F0B877
70432V10,54812,PAYC,020116,2061294,7F9984
29210410,54580,ESRT,170714,1990087,DD7A96
34964C10,53876,FBHS,188255,1726944,21DED4
20678710,55805,CNDT,028719,2592200,CC35BE
24803C10,57598,DWIN,037482,3312124,0C2255
40412C10,53696,HCA,022260,1692837,34B97A
22948Q10,1177,CTO,003429,7720,51888A
63884230,9476,NAII,013765,21652,18A796
54738L10,56415,LOVE,033425,2832249,33E9D5
23243730,8565,CYAN,012575,8472,E23B1A
92840M10,55954,VST,157373,2655941,D64EDF
68779310,57997,OSCR,038019,3359070,567239
50104410,21068,KR,006502,18195,95DC1F
85566810,21665,SCX,010030,29112,7B0CB7
28551210,10303,ERTS,016721,10364,DB06B0
08442310,544,WRB,014822,4078,B8F71F
42628110,7864,JKHY,011811,14668,D60BB2
03073E10,13650,ABC,031673,2043,7D85A9
09940610,55042,BOOT,021898,2162228,51B442
68376D10,56892,OPRT,035471,3086882,B6843B
06342510,17669,BMRC,031764,481147,B2F431
44045210,20932,HRL,005709,15070,C4A432
67080T10,59188,NVCT,039839,3505196,U0ER5L
71104010,54827,PFIS,066394,2058577,72EF75
34959J10,55585,FTV,026590,2482889,567F3D
36237H10,10419,GIII,019402,13267,9817E3
38455610,2004,GHM,005254,13720,FD9A97
58058910,7301,MGRC,007161,19952,14BA33
90295210,27739,GROW,012407,31968,9D9B2D
03940C10,59163,ACLX,040610,3505046,33CD26
03820C10,20283,AIT,002101,2376,86478F
61218C10,57763,MNTK,037672,2204457,1CA1D2
87240R10,52142,TFSL,176766,1051317,FDF1C0
71363P10,15934,PRDO,066379,5827,6D1ADF
66987M60,40996,MIFI,141178,22588,CB89EA
83946P10,56754,SPFI,035101,3029995,47BA98
55616P10,22856,M,004611,11658,C5C137
74331510,3682,PGR,013341,25199,8FF2EF
46433010,10937,ISIS,024040,17053,925759
45337C10,30033,INCY,029127,15783,6CC55E
71057710,7788,PEBK,016989,24123,20F5E2
16385110,55290,CC,022741,2300914,73A71F
23355L10,20493,DXC,003336,7584,095294
38071H10,58031,GROY,037778,3364159,ABCE02
12541W20,15758,CHRW,065609,6438,C659EB
60249610,54378,MDXG,178157,1948281,D683EC
G3414210,58292,FWAC,038762,3396997,15E1BA
G2162110,56865,PLIN,034038,3069069,AC67C8
53225780,14385,LPTH,062217,18876,C2E45A
88162G10,4589,WATR,024783,30482,722DE3
23337740,15568,DXPE,064223,9787,41C528
68384X20,59526,OPXS,182986,3625087,1710D9
01527110,31965,ARE,064821,1354,56EA2B
G8250R10,56082,IPOA,035808,2706117,1C48B0
69553P10,56688,PD,034955,3020645,A1C70A
71638210,44816,PETS,065406,24241,FD1312
04638F10,5225,ALOT,001820,2862,8E9091
70014A10,21365,PKE,008348,23817,00326D
35909D10,58293,FYBR,135484,3390360,E7CF49
92829J10,57663,VIRI,036530,3314750,B90EB1
91388P10,46287,ULH,162338,633076,81A88D
54303L10,57953,LGVN,037807,3346366,3E483A
42588510,54822,HNNA,149906,2064133,661139
08442310,544,BKLY,014822,4078,B8F71F
45254E10,58576,IMRX,039189,3430128,5F45A0
89820210,54940,TRUP,020935,2125669,C4A912
30325010,9360,FIC,013824,11499,A247F5
55261F10,1689,MTB,004699,19327,D1AE3B
Y2106R11,54852,LPG,317264,2066589,676D71
45175G10,58118,IKNA,038469,3372545,9E8F28
03784Y20,55250,APLE,023977,2287421,9D3360
48250410,58124,KVSA,038099,3360539,CDC4B8
35967810,12346,FHRI,028749,12635,B92AE1
38268T10,54888,GPRO,020644,2079930,55ACCB
G0176710,11023,ALKS,024302,1391,F2C97F
53555510,9971,LNN,014954,18922,E2F130
44888K20,57591,HYFM,345920,3311427,1CDA8D
58988910,10512,MMSI,021777,20328,25A6CC
64944510,12608,NYB,029282,22029,0E2992
92565210,56259,VICI,032580,2771146,106394
29446K10,56561,EQ,034164,2928019,62471F
72570110,21414,PZB,028590,245286,838ADD
04965B10,55668,ATOM,027737,2502436,5F3E74
29444U70,38419,EQIX,138743,10899,315EB0
62933710,12917,NNBR,029894,22302,8BFAA4
81617J30,55911,WTTR,029680,2649311,B53C12
11844010,11506,BKE,025234,5276,7B9212
75605Y10,54208,HOUS,174022,1895265,B5BA39
62857J20,55972,MYO,031805,2670527,CC188F
91879Q10,31933,MTN,064344,32214,0B73A7
G1083010,55884,BYSI,029207,2630414,B4F0C3
91382130,4721,UUU,011027,31878,1859AB
89055F10,55289,BLD,023245,2300956,F3016C
42192430,8596,HLS,012589,14523,BE14CF
29882P10,58661,EWCZ,039365,3433124,7FLU7N
38480210,20841,GWW,005256,13725,6EB9DA
89532M10,56758,TRVI,035054,3029459,1254C9
91748810,5705,UTMD,011051,32070,7734AC
93965310,21889,WRE,011301,33104,8E4250
92043710,5974,VALU,011099,32289,E8D221
03070L30,12194,ARGN,028408,2029,129DC8
02927U20,56641,AREC,025589,3003843,95B9DA
91748810,5705,UM,011051,32070,7734AC
68341610,55377,OOMA,024508,2308097,3EE65E
87288520,4456,TSRI,010305,31438,60F1F3
59935P20,14097,MS,061496,20693,BF5959
16465110,54575,CHMI,018073,1990907,C2DD02
38000Q10,54718,GLYC,018878,2034697,C01737
86668310,58002,SNCY,038038,3367506,4E056F
24344T10,56059,DCPH,032383,2707471,FDD3FC
84833T10,56127,SPRO,032525,2722674,547E26
80688210,12574,SCHN,029217,27251,E959F3
64755110,53755,NMFC,185585,1703302,4F9351
G9460A10,58162,VAQC,038272,3363608,9C13E0
96145D10,21913,WRK,029830,2302775,9D6A24
34959E10,53286,FTNT,183377,1606380,63F892
50188920,44497,LKQX,155394,463860,A5151E
74331210,11050,PRGS,024352,25195,39D9DA
M6967620,15483,MTSL,039351,20264,C7426E
65101L10,58140,NBST,037969,3370544,12DDD6
03783310,7,AAPL,001690,2355,D8442A
24984K10,55985,DMTK,020621,2670940,136B26
77032310,469,RHI,002312,26429,A4D173
01165910,20035,ALK,001230,1273,CF6A5A
59496030,14931,MVIS,063531,20610,CAA39B
46268410,14377,IRIX,062168,17002,A8BA08
10948C10,56395,BV,033637,2833897,8614A2
45162220,54654,IPWR,018509,2063073,7E71AD
28252C10,57149,GOED,036399,3242291,A69D29
00511110,57223,AFIB,036757,3245130,11AEDE
46620W20,55874,JILL,030435,2629661,610A23
00807310,51651,AVAV,176362,782105,F1EB39
36873610,53339,GNRC,183736,1626065,304C94
80036310,14531,SASR,062654,26999,105D00
15118V20,53346,CELH,175269,2661016,1F9258
53000N10,58956,LIAN,039813,3470929,CYZ8PI
81904710,55162,SHAK,022672,2212348,E67C2C
31421110,34765,FHI,066731,11661,73C9E2
75473010,6137,RJF,008898,25808,B3CB74
45005610,55752,IRTC,028367,2545398,6D156D
95123P10,43261,WTBA,063725,33300,8817D5
53803410,50016,LYV,165746,814633,9C25FF
86311110,13585,STRT,031567,29369,43EBC1
03589W10,57166,ANNX,036768,3239391,056045
05360410,56888,AVPT,039157,3083052,C26897
23334J10,29330,DTF,024729,645396,26357C
65342T10,55890,NODK,029576,2648350,3301B7
09088U10,48784,BGI,165557,812326,DAD98D
11679410,38406,BRKR,138483,5218,94983E
27871520,9312,EBIX,013480,9992,5B226B
59045L10,55991,MRSN,031628,2673378,FF227B
29452E10,56352,EQH,032767,2815062,AD6141
61971830,41702,MOSY,040460,21022,9284E0
98390M10,44631,XPER,156153,467631,0CE204
82932230,13422,SMD,030964,3534439,72DBAF
86800U10,51998,SMCI,176567,3144690,30A565
49705R10,57585,KNTE,037486,3306764,662135
25862V10,58180,DV,038412,3385058,08C87C
62909930,53542,NFEC,152109,1665918,F9B86F
88355610,4557,TMO,010530,30616,2FEAEA
88355610,4557,TMO,010530,30616,8665BA
29410010,1557,ENZ,004418,10841,E09556
42330P10,15563,HLX,065006,5506,6DD6BA
29605610,1582,ESCA,004448,10992,DB7EC3
12824610,43326,CVGW,147708,647708,D064D5
92731L10,57053,VINC,037592,3177016,FBF297
03272410,55847,ANAB,026162,2605433,6925EB
57709610,57630,MTTR,039323,3311631,FE2610
88339P10,56799,REAL,035288,3049886,8DA42F
31428X10,1685,FDX,004598,11664,6844D2
45166A10,56743,IDYA,035136,3035624,CF073E
00973Y10,56789,AKRO,035267,3046564,ED22DC
87761910,57361,TSHA,037013,3271962,D18AFC
89269P10,58529,COOK,039317,3429619,BMH9R5
10113710,29489,BSX,025279,4865,C97B2D
22748310,42265,CCRN,144396,8282,CD2A4D
11373M10,16026,BRKL,105670,5191,264EB3
10807Q70,52371,BLIN,176768,623721,606383
G0726L12,55742,AHPA,034562,2550546,78F776
92240M10,21100,VGR,013963,32416,FD554E
89785L10,54875,TRUE,020540,2068647,A9FE55
92932810,8766,WSFS,017132,33779,08A40F
31572Q80,55110,FGEN,021901,2166858,002A99
37244610,56298,GNPX,032254,2800072,6D9B53
64049M20,54278,NEO,125794,1913681,C85A72
55353010,31388,MSM,061732,21232,74E288
26154D10,57673,DFH,037793,3332489,6E025F
37732210,55327,GKOS,023990,2299914,E19A99
90466Y10,58611,UNCY,038867,3421238,A3BA0A
88224Q10,44292,TCBI,150306,66710,56AFF4
47029910,53976,BOTJ,136844,1792492,16293D
36240A10,35159,GUT,121758,735707,E90D8B
82620P10,16578,BSRR,105538,27918,647143
31190010,9440,FAST,014225,11608,92D3A0
13967410,15307,CCBG,020109,5716,F0A9DE
18506410,54057,CLIR,171155,1815160,766804
G8253T10,58442,DNAA,038945,3415536,ACC1A8
00534A10,58622,ADGI,039266,3433257,704509
74790650,5722,QMCO,008867,3155955,21245F
51165610,15657,LKFN,018732,18379,1F2B5D
83600C10,46025,SOHO,161852,913271,D21224
91851C20,11923,EGY,027199,32204,45FA70
66954910,15993,NWFL,066155,22545,EA4E68
03769M10,53688,APO,184254,1695757,WDJL5K
69325Q10,17208,PCTI,125014,23985,3E39A5
53635B10,50297,LQDT,166213,790544,548AC0
09247X10,36336,BLK,124434,4584,D5AF19
31938320,16290,BUSE,018329,40,81F4BE
08634410,57917,BSPE,038952,3069418,0D0A51
45780R10,54750,IBP,019516,2044148,3B8484
45253H10,10380,IMGN,017101,15683,043862
28238P10,51306,EHTH,174389,930405,4EE167
G9152V10,58066,TWOA,038222,3375802,8EDE5E
31931U10,54651,FRBA,177009,2010881,2A9C0A
50127010,56863,KRUS,035423,3064300,A60318
09058M10,15849,BASI,065905,4317,D8A735
94419L10,55060,W,021540,2153633,E35610
72913910,57127,PLRX,036464,3198367,7122EB
55405W10,53082,MYRG,180646,1261534,5AAE17
29530P10,14013,ERIE,061380,10960,371C01
08160H10,26087,BHE,023084,4002,6CF43C
35909R10,58166,ULCC,038282,3376496,F73AEC
75974E10,58218,RPHM,038453,3380246,2E7CC5
34387310,14157,FFIC,061585,12160,A5E715
65473P10,21244,NI,007974,22260,6ED519
76133L10,56239,TORC,036987,2767882,7532EC
82434810,21609,SHW,009667,27786,408089
44732410,2235,HURC,005788,15241,B762D3
58733R10,52670,MELI,178081,1026076,C9C2B1
18449610,9616,CLHB,014027,7045,A398F8
87228010,55983,CGBD,031819,2669043,D8B2E1
27743210,30070,EMN,029392,9940,D4070C
68066520,21329,OLN,008123,23061,C16A8F
88250810,21737,TXN,010499,30509,39BFF6
77390310,31847,ROK,009203,26468,416C55
21900C30,53357,CRMD,183945,1637547,F88147
87259010,52120,TMUS,017874,888529,57DDB9
32106V10,56701,FXNC,066355,3022458,EA8375
69881310,12185,PZZA,028397,23746,F2E253
12660110,7721,CVV,002581,8465,D8190A
55922240,26268,MGA,006946,19440,60A286
32055110,58439,DIBS,038824,3404627,4840C9
35969410,1868,FULL,004926,12641,4B49CF
24990810,15802,DMI,065944,9034,AD8C78
42330P10,15563,HELX,065006,5506,6DD6BA
15687V10,57592,CERT,037414,3312110,A21965
81018610,11324,SMG,020185,27355,F3FCC3
71367G10,57345,PWP,039098,3272649,D099E1
68062P10,57530,OLMA,037412,3297407,5A2125
74158E10,2577,PNRG,006311,25061,42312F
48354810,2488,KAMNA,006326,17666,3D7971
