CUSIP,CRSP_PERMCO,TICKER,Compustat_GVKEY,BoardEx_boardID,RP_entityID
42226K10,54106,HR,028322,1823948,
02362F30,13950,AMRH,037640,2730376,
86178010,54646,BANX,019107,2007187,
85747310,4260,STBK,010035,29131,
15083740,6617,HIV,012711,6162,
46122W20,46418,INUV,023226,837418,
G9831X10,58618,ZLS,038818,3430288,
G8252P10,57411,IPOE,038916,3279657,
58387510,2809,MCHT,007185,855614,
43353510,56400,HQI,035481,2824594,
29970N10,57584,EVEX,037373,3298961,
39878L50,58457,GROM,032407,3408355,
88331L10,57365,SKIN,038768,3275063,
72765Q88,52405,PLG,142606,745800,
92795910,54901,VNOM,020534,2077423,
08892910,17502,BGC,127377,11033,
13721920,1015,WINEA,002710,7753,
12562N10,44702,CKX,022861,1019485,
15130G70,55303,CETX,114203,2300309,
69002R10,58586,OB,039248,3426773,
64113L10,59342,NCPL,038720,3547353,
36665110,12457,GART,012441,12862,
09211310,511,BHP,002259,4560,
00685T10,52404,AEN,177764,924391,
16359R10,20435,CHE,002960,6573,
86892710,59595,SRFM,043100,3668672,
G2058L10,58555,CLAY,039121,3424268,
00902F30,14880,AIMD,063446,3556292,
28531P20,56402,ECOR,033614,2830523,
35518410,6331,FKWL,014112,3374332,
83001A10,53440,SIX,010567,1648593,
36116M10,53694,FF,287462,1694747,
20049720,56400,CCNI,035481,2824594,
74836W20,54866,QRHC,016015,2069029,
11434010,13539,BRKS,031477,5192,
26824R40,38418,EBTB,009551,1958074,
12135Y10,59543,BHRB,017602,3638780,
05541T10,17502,BGCP,127377,11033,
42237K40,54481,NHWK,017910,1967535,
15117N60,37489,CLSN,002990,6209,
36168Q10,57040,GFL,035612,3175178,
00702410,57677,ADEX,037608,3327542,
02151310,16147,PEIX,163595,748451,
69291A10,11270,PHX,019433,23730,
33716210,1856,FTN,004737,233,
24707830,55615,DMPI,017175,2517759,
61033510,54231,MRCC,016066,1899196,
04040Y10,59646,ARMN,185448,1576741,
22576C10,54695,CPG,145812,1013070,
G8060N10,53361,ST,183942,1633075,
67073S30,57125,NUZE,014501,3203650,
52886X10,59711,LXEO,043385,3698691,
00847L30,54855,AGRX,020010,2070809,
53227510,58734,LWLG,106233,3443629,
22890A10,59301,TYDE,041234,3631469,
G6383610,59087,IVCP,039808,3487123,
62846410,3102,MYES,007636,21423,
42227W20,58859,HCTI,039552,3462618,
68557F20,58303,OSAT,118941,3399879,
03675Y10,55956,AMGP,031109,2653398,
12520L10,16365,CFBK,117018,821944,
00217Y10,59566,ATS,029478,2979,
00508X20,323,ATU,001706,729,
04341Y10,52931,AKG,144183,1067395,
78418A50,55993,SGBX,194655,2672316,
74113T10,57664,PRST,037459,3318339,
38500T20,52991,GTE,164046,790329,
69369110,58334,PSQH,038445,3404071,
58953M10,56950,MCMJ,035761,3104297,
19207A10,57428,COEP,038082,3291655,
53122975,54311,FWONK,017010,1924862,
75884910,30011,REG,029099,25951,
04410210,54623,AHP,019084,2011982,
76010Y10,58882,RENT,039819,3468241,
05491N30,56019,BBX,005849,2680339,
26483B10,20610,DNB,139665,21071,
97652110,13783,WONE,036003,1742856,
92853V10,57604,VHAQ,037500,3317807,
74584P30,54793,PULM,024506,2063054,
30205M20,56837,XCUR,033499,3065338,
91202310,4246,SSMC,009728,1670206,
82569320,59362,SHPH,041309,3561684,
76168W10,579,REXX,008060,22092,
89147N30,51798,TTO,165209,823406,
79400X30,55169,SLRX,035477,2211857,
09091110,11801,BLTI,023291,4345,
45791D10,59352,LUCY,040414,3557211,
82935V20,53029,SGLY,180118,1261544,
23810850,1409,DRAM,032014,8750,
75808310,59232,RWOD,040850,3522305,
05376110,3133,AVIR,033114,21450,
G4645C11,56043,HUSN,032283,2689173,
50179710,2664,LB,006733,18892,
20576820,9465,CMRE,034010,7606,
45779L10,44990,IFMI,175674,660191,
84252A10,59562,BCAL,162307,3643425,
04539610,53635,ASMB,185289,1677474,
22890310,11958,AORT,027823,8338,
00887530,682,DOMH,018738,28834,
G2770Y10,58091,DISA,038279,3371758,
67000210,31389,NOX,061655,22589,
12740C10,7784,CADE,014219,3477,
64081V10,57413,NRDY,039703,3278312,
58685810,56233,MNLO,021522,2766996,
65011110,21280,NYK,007866,22034,
83548R30,54115,SONN,036356,1827402,
02687410,137,AIGR,001487,1856,
21985R10,59347,CHG,040679,3556946,
G6448C10,58870,NCAC,038400,3465195,
13765N10,56119,CNNE,020960,2731967,
85254J10,53717,STAG,185339,1698619,
05849810,20257,BALL,001988,3439,
10802T20,12005,BBI,035632,32614,
40830210,59493,HHRS,039401,3434975,
63909J10,57224,NAUT,038979,3245872,
15930P80,54115,BURG,036356,1827402,
10793010,57913,BCTX,022358,1190274,
17886710,41460,CIVB,021593,81,
42774610,9457,HRTX,013786,2037610,
17252Y10,39154,CIPH,140042,1651379,
55272X60,34710,MFA,015101,483990,
25079310,1261,DBKT,003231,7401,
87105M10,56815,SBE,038198,3062510,
98942X10,59236,ZTEK,186155,1792067,
94262210,21893,WSO,011313,33143,
G3681610,58563,FICV,039126,3416379,
58064510,21179,MHP,007163,19953,
55886810,51819,MDGL,027716,601450,
21215410,7902,COVI,024316,14301,
45986710,58574,IMAQ,038609,3429654,
00081T10,47179,ABD,164506,665743,
G4790U10,59572,IPXX,042314,3647198,
16675110,20440,CHV,002991,6627,
30290Y10,59434,FSCO,041778,3590723,
55903Q10,52527,MVG,134305,925034,
81721M10,36355,SNH,124046,27603,
05349120,8186,AVAN,179598,3176,
02075110,57330,AHAC,039525,3268710,
45866A10,5184,IDC,006100,1141059,
N6748L10,11486,OFIXF,028380,23423,
92710710,4815,VLGE,011178,32688,
44248740,20942,HOV,005750,15128,
71678J20,57555,PTPI,037473,2640453,
05280010,31946,ALV,064690,3128,
Y8172W10,55675,STLR,034584,2516382,
G2701010,53393,DHRM,038848,1639587,
81478530,9418,SNFA,017180,27489,
G4619M10,59458,HSPO,020342,3596070,
15961R10,56815,CHPT,038198,3062510,
28622110,54734,EBIO,019458,2041832,
68404L10,14905,BIOS,035543,20738,
20588710,20495,CNAG,003362,7619,
26873J10,53969,EMX,107350,896939,
91532B20,56781,UPH,035308,3040993,
07373B10,56700,BEEM,184345,3022539,
89102U10,54684,TRCH,039108,2024091,
36867810,2809,GX,007185,855614,
63501710,11111,POPS,024463,21580,
53216B10,57620,LFMD,025472,3311483,
72383630,54564,PPSI,184133,1985140,
31846B10,58320,FA,039048,3411040,
42809H10,20064,HES,001380,1970,
54933330,52960,LEI,108319,920425,
13606910,29148,CM,015581,5636,
62475810,50701,MWA,166482,797091,
33761N10,13517,FSRVF,028485,11976,
87424L20,57986,TLIS,037872,3346973,
56633010,3031,MRCS,007022,19630,
78460950,9418,SNLF,017180,27489,
08862L10,56732,AITB,033467,3029477,
75218520,3771,RAND,019605,25745,
44409710,53437,HPP,185018,1649501,
34991510,53877,FSM,107098,1198072,
28201D10,59397,EFHT,039998,3564151,
56539410,59656,CART,043316,3684926,
76655K10,58063,RGTI,038060,3357840,
51655R10,58642,LNZA,039381,3432243,
05475485,56089,AYTU,179461,2716464,
68829A10,58265,OSI,038716,3393193,
87234210,8186,TCEL,179598,3176,
74319F30,57128,BIOR,036619,3203234,
44320910,7343,HOWT,012874,593185,
78028710,3914,RRCO,009273,26634,
87873920,59564,TPCS,178644,3641209,
68629Y10,58910,ONL,040248,3475407,
22444110,20531,CXT,042284,8113,
73245B10,59378,PTWO,041467,3555068,
15119010,56740,CELU,039277,3034902,
50075N10,41680,KFT,142953,18164,
59503A20,11432,MBOT,029293,29185,
G491BT10,30929,IVZ,029804,2129,
02871910,58093,AONC,038095,3363124,
02451E10,20065,ABXFF,002055,3618,
89615T10,56379,TDAC,040015,2823243,
03071P10,13650,ASHC,031673,2043,
45768S10,34751,IOP,110566,22927,
67113Y40,54003,NUWE,271987,741392,
38149E10,57386,GLDG,187235,1895386,
10211F10,44602,BVX,012719,4897,
G0R45S10,59115,AIB,039996,3498906,
37229T50,55790,GNUS,183524,2565584,
64823D10,58970,NPAB,038798,3472333,
88338K10,55281,STKS,018978,2243471,
79286010,4293,STPL,062689,469152,
52605710,21095,LEN,006669,18703,
25667710,53264,DG,004016,1605214,
10920G10,59279,BGXX,041083,3532801,
77032310,469,BCMP,002312,26429,
21289610,56823,CPAA,031803,3059116,
G4R87P11,57700,IVAN,037651,3324776,
01975610,20853,GSO,014714,18802,
05464C10,41562,AAXN,143912,30004,
71383910,21385,PCR,008486,24180,
91180530,4722,USEG,010938,780518,
67622010,9798,ODEP,014624,22965,
05360L30,55980,ATXI,031848,2673008,
11135F10,53196,AVGO,180711,817439,
G8990Y10,57413,PACE,039703,3278312,
44938L10,52838,IDI,183799,1601752,
25765110,1344,DNLD,004036,9503,
03842B10,54781,AQXP,019717,2052578,
77437430,15928,RMTI,066366,26469,
37934Y10,55510,GIF,064545,2395496,
17248W20,59066,CING,039620,3484694,
16411R20,15434,CHXC,029453,6592,
68268W10,54593,OMF,003592,1995402,
98740Y30,59408,YOSH,040658,3564153,
20360710,7871,CBSI,016790,7483,
05858610,14111,BLDP,028724,3441,
49720K20,55615,KTRA,017175,2517759,
41358P20,56647,HARP,034587,2992532,
66538L10,58481,NLIT,038935,3411631,
05377410,6391,CAR,003278,6237,
4525EP10,54835,IMUX,331856,2062001,
33765510,57435,NOTE,037191,3290812,
22890310,11958,CRYL,027823,8338,
40052B20,44887,GTXI,035320,95082,
25470M10,13790,DISH,060900,10024,
55272110,10416,MFRI,019431,20498,
98420U70,53444,XSPA,012987,1654734,
04537Y20,39154,AWH,140042,1651379,
18914F10,57065,CLOV,037711,3189870,
30252010,8534,FBAN,018049,12170,
46501C10,59547,ISPR,041957,3631166,
33744V10,37750,FUSB,066597,1042786,
22890A20,59301,OCTO,041234,3631469,
44951W10,34633,IESC,066371,494180,
44486Q10,57330,HUMA,039525,3268710,
G0602B20,56734,ATIF,034560,3028613,
30219E20,53406,EXPR,184323,1642860,
67091J50,55028,LGMK,018490,2145370,
78469C10,45203,SP,158737,602289,
25961D10,59025,DOUG,040417,3493098,
25058X10,56672,DM,037537,3009726,
31810N10,57345,FTIV,039098,3272649,
83407J10,58604,SWAG,038416,3429364,
G8267K14,59528,SMX,328080,3472314,
36550610,59073,GDNR,039936,3489569,
68839R10,56931,SFTW,039621,3102355,
28474P20,59263,ELBM,015201,2167264,
94188P10,47887,WSBF,164365,913664,
76254410,37528,RBBN,135965,28591,
14047520,32102,CSU,065732,5744,
14987J10,54762,CBSO,019507,2057821,
67079U10,59270,NUTX,035824,3523130,
81616X10,16332,SCSS,116504,27538,
62664210,59187,MURF,040557,3504402,
82836N10,59482,SBXC,042032,3618591,
12476510,43339,CGT,002526,5487,
G9503X10,58164,WALD,038291,3366299,
69283030,6104,PF,008229,23542,
85238750,55411,STAF,190572,2344865,
92852R40,59199,VIVK,183269,3508428,
95709010,2253,WAB,014253,33327,
29269K10,53918,NDRO,187250,1732141,
17108810,18404,CMLH,040413,6764,
81102910,20192,SCW,001613,2096,
92840H40,55574,VTGN,187368,2455741,
69917220,54031,PAMT,019602,1808895,
45812Y10,53854,RDOC,029064,3507074,
36119D10,59177,FTII,040498,3509321,
G7330C10,58913,RCFA,039948,3473857,
G8956E10,58539,TRTL,038642,3425070,
65252610,579,NKC,008060,22092,
73044410,3624,PBR,015417,5204,
74880P10,58306,QIPT,185054,1245732,
34392810,58257,FLYX,038592,3397539,
03233210,6244,QRTZ,008864,2123,
45809M10,26126,INTAF,179454,3529740,
65290320,37171,NEXM,034709,22105,
67448220,50844,OBE,020684,893316,
74158910,20483,PA,003243,6930,
55285N10,59661,MDBH,041885,3686776,
17888H10,53938,CIVI,187698,1742858,
73744610,53972,POST,170527,1794428,
92561V10,57157,RBOT,039712,3234874,
06759L10,51821,BBDC,176725,460938,
70450Y10,55341,PYPL,024616,2308850,
44910910,56638,HYLN,037182,3003017,
58938110,58580,MEAC,038519,3428400,
67021W10,57312,BURU,036883,3260809,
64127R50,52697,CUR,038711,1004089,
38086810,7257,GRCA,012140,7422,
G2270710,56553,CCH,034259,2925944,
45323A20,54331,IMMY,176636,1930900,
00253530,5674,ARONA,001076,398,
65340G20,50840,NXDT,174926,2456128,
98987D20,59090,ZVSA,038804,3489455,
15961010,59261,CRGE,176064,3525188,
88162F10,10544,TTRA,021237,30483,
36191C20,13988,GSIG,061356,1687694,
46064Q10,58032,IPVA,038126,3360843,
86765K10,54183,SUN,012892,1889915,
08911510,57713,BCYP,039951,3327591,
91835J10,58048,VPCC,037961,3360099,
79286010,4293,STA,062689,469152,
37073710,13988,GSCN,061356,1687694,
74312Y30,54354,IPDN,008661,1937993,
58518F10,56477,MFAC,037673,2905762,
00301310,29454,FCO,025024,806664,
00253530,5674,RNT,001076,398,
19533H10,58334,CLBR,038445,3404071,
26123810,1367,DOYL,004066,23113,
08249010,57693,BHIL,039783,3323807,
69320M10,56488,PCB,157498,2896647,
00258R10,5674,AAN,001076,398,
01861F10,57851,AENT,037749,3659277,
00165C30,54665,AMC,177637,2025109,
15956110,58653,CNTQ,038277,3434964,
42280610,20898,HEI,005567,14568,
67091J40,55028,NXTD,018490,2145370,
59627810,9375,MBY,013570,20636,
21985R10,59347,LUXH,040679,3556946,
63667310,21245,LT,007658,22295,
85208J10,9806,FUND,017280,26663,
54150930,2706,LOMK,006788,25756,
15678U12,57112,CERE,037275,3198890,
34113910,8360,FRKT,012926,23923,
58039P30,4246,MUX,009728,1670206,
87156510,21696,ACNT,010236,29789,
92338C10,59644,VLTO,043197,3689160,
42192410,8596,HSRC,012589,14523,
52077610,2612,DSGR,006617,18536,
03958720,56061,FUV,032456,2706132,
38147U10,55205,GSBD,023353,2228113,
09606H20,58929,BSFC,036213,3472164,
00912N40,54440,AIRI,166087,1958067,
65675510,3133,NBIO,033114,21450,
37611X10,57981,DNA,039680,3354426,
42192410,8596,HRC,012589,14523,
20536310,20493,CSC,003336,7584,
12552558,12702,CMCT,019966,735451,
74961L10,11401,RMLBF,025750,19161,
32023E10,31896,SCBT,064547,635761,
70516310,55534,PECK,035367,2419975,
81362J30,55108,EYES,021421,2168192,
79286010,4293,SPC,062689,469152,
07402Q10,58996,BRD,038306,3479253,
23343Q10,57051,DFPH,036237,3180679,
00502910,58516,ACRO,038251,3419747,
48727510,52931,KGN,144183,1067395,
09073M10,10107,TECH,015414,30123,
57053510,8811,MAKL,012909,19677,
29269R10,59424,EFXT,028903,1630130,
00653Q10,56269,AHCO,035852,2778711,
87164U40,52404,SYN,177764,924391,
66373M20,59685,NCL,043134,3695004,
73054110,57190,PNT,039142,3231323,
53681K10,56219,LAAC,180464,1686804,
89157G88,56592,TBLT,033781,2942874,
22463310,1100,CFD,003581,8117,
21727W20,26126,CNIC,179454,3529740,
30034W10,21035,EVRG,006338,2824528,
71114810,11479,PHCO,025173,24138,
29360240,56175,ENSC,039160,2737504,
46064R10,58033,IPVF,038127,3360856,
65344D20,57958,NEXI,037808,3346694,
03676C10,55200,ATEX,020961,831605,
G5073710,57899,JWSM,037841,3339668,
39032070,55762,GECC,029016,2555718,
02075310,20058,AHA,001327,1573,
44948910,16622,IDSY,121759,15468,
46226010,55197,IOVA,180057,2221568,
09211310,511,BHPL,002259,4560,
20678X10,59187,CDT,040557,3504402,
05552Q30,53542,BIMI,152109,1665918,
09066210,682,BINC,018738,28834,
38286R10,57630,GHVI,039323,3311631,
G0543610,57317,ASPL,039231,3271237,
27877D10,59397,ECDA,039998,3564151,
38086810,7257,GCRA,012140,7422,
58734F10,56487,MBNAA,033999,2936606,
47805L10,59268,JMSB,186890,3528050,
03674B10,42273,ATH,145046,2273,
22463310,1100,CRAW,003581,8117,
20575030,53806,LODE,147183,1705860,
46173010,15761,IRETS,065640,16896,
46120E60,37727,ISRG,136725,16627,
18915E10,58556,CLOE,038608,3424879,
92904110,21874,VNO,011220,32928,
89532E20,54726,TRVN,018925,2040042,
96008P10,42533,WFD,146607,33367,
29415C10,57075,EOSE,037392,3195091,
92337C20,53978,VSTM,194255,1795040,
31446210,10684,FHCO,022817,11680,
G3770A10,56903,GLEO,039785,3097934,
91058110,7267,UNIH,010903,32107,
14171W10,57168,CMAX,038967,3235923,
15136A10,55527,CDEV,026864,2415279,
03901430,55280,RKDA,023098,2285914,
29286M10,59719,ENGN,040321,3485760,
46024210,8526,IRPC,012471,33699,
08930210,20505,BLI,012123,4262,
31410H10,22856,FD,004611,11658,
23507710,7978,DLS,012096,9137,
26078J10,56027,DWDP,004060,2696655,
50215C20,59622,LQR,043128,3673378,
92803110,58010,VABK,115960,3377920,
29758410,58612,ESLA,038535,3422298,
14871130,9222,CMRG,013381,3446680,
37892P10,57624,HGAS,037525,3315839,
15130M10,58650,CENQ,038397,3436097,
G8250T10,57064,IPOB,037519,3190719,
89346D10,41867,TAC,014391,31132,
23726610,13300,DARL,030651,8699,
98210410,59716,WS,043651,3706701,
64079L30,52671,NEPT,144382,21777,
59064910,6883,MSMD,007275,20376,
74637510,5130,ULDY,008832,577415,
70632710,54047,PBA,130618,664896,
03842K30,55834,AQB,275862,783809,
12619F10,9340,CPSH,013582,2208252,
02587010,92,AFAC,001449,1017,
30069X10,58904,XFIN,039817,3465372,
39531G30,58691,GREE,039564,3451138,
17240630,44600,CNVS,155616,621870,
48208210,58667,JAQC,036909,3436088,
37890B10,57400,GBTG,037079,3276791,
09563330,58924,BJDX,039821,3474702,
03265410,282,ANLG,001632,2145,
25271C20,30963,DO,061409,3523407,
68828E80,59283,ODV,345699,1210381,
37959E10,21764,GL,010614,30937,
G4023C10,59571,GODN,040593,3639748,
50540120,14722,LBOR,022207,18329,
09074F20,57335,BIVI,019549,3269925,
85517910,57693,STPC,039783,3323807,
09068310,58115,BTMD,038200,3359531,
00797550,37505,AEZS,063562,748009,
02557610,16473,AETI,035530,3388651,
60800C20,56341,MOGO,024819,31344,
45869P10,2381,IHEIF,006135,10607,
20565040,57722,COMS,038077,3334949,
54015L10,57761,LWAC,039510,3325516,
02267110,56481,AMAL,033625,2895826,
06682J10,57662,BNZI,037550,3317955,
11408210,11101,BTX,038496,22670,
95041510,59108,WTMA,040364,3492010,
69154310,53640,OXLC,186289,1719853,
39818P79,59537,PKST,032671,3635070,
55336810,57062,MP,037407,3190980,
29267170,54670,UUUU,107712,911944,
45774W10,7518,EXPO,004498,16168,
48939810,52845,KWIC,025632,1022681,
05990K10,43449,BANC,136265,883085,
69562K50,37952,PTIE,137642,23660,
55380010,58037,MBAC,036917,3360586,
20030N10,43613,CMCSA,003226,7387,
84344410,4163,SNAT,011856,3718,
29384C10,58895,TRDA,039869,3470013,
29274010,1543,ENGY,004367,3401719,
90431110,48779,UARM,165052,786736,
12448X20,58282,BYRN,175457,1988180,
70438S20,17489,PYDS,116209,2319926,
34969G10,58944,FRLA,038898,3471954,
48585920,56945,KPLT,038978,3102380,
53109510,21764,LNH,010614,30937,
00430420,15158,ACLY,021118,569,
03738910,20203,AOC,003221,2297,
59408310,2913,MICH,007315,27911,
23810820,1409,DTRM,032014,8750,
G2263T12,58478,MITA,038444,3410872,
G5920M10,59452,MRDB,038276,3394273,
56342010,46168,MNTX,161843,627980,
45828J10,59593,INTS,039991,3659267,
00093110,10299,ACOI,027932,14213,
68400Q10,44059,OPBK,153895,833695,
00951K10,57390,MIMO,137861,3293044,
02128L10,56692,ALTG,036206,3020203,
92337210,58650,VGAS,038397,3436097,
23582520,52956,DAN,003734,8660,
G6329011,58548,APTM,038120,3428520,
62885510,3151,NCNB,007647,4504,
40521910,12569,NOSH,029609,14195,
39036P20,16581,GEC,121257,23233,
G1330L10,59060,BOCN,040208,3482764,
84610310,5860,SVRN,139201,14353,
90042W10,59613,TSBX,043137,3666294,
91833310,11455,VTEL,025138,635120,
82983N10,56011,STR,034034,2685897,
64960484,45287,NYMT,158053,742337,
30233M50,55355,EYEG,021282,2316952,
38287A10,59129,GHIX,040483,3497027,
13078910,1222,CWTR,002628,5549,
50186A10,21125,LGL,006848,19311,
37955N10,55510,SELF,064545,2395496,
G2113X15,52826,CCCL,178906,1025489,
01200510,392,ATNG,001234,2975,
24990610,16384,DSGXF,066326,9043,
H1135610,42007,BG,144435,5320,
78646V10,22124,SAFE,031958,17084,
G9059U10,58816,TSE,187551,2076686,
45811E10,34633,IES,066371,494180,
53122978,54311,LSXMK,017010,1924862,
34385P10,53677,LAB,179840,1687395,
90467710,4685,UNFI,010839,31723,
63016Q10,55364,NK,347007,2312903,
30214010,9028,EXPL,004497,9816,
84265V10,31574,PCU,061811,29256,
95810210,4879,WDCL,011399,33382,
59151K10,11530,MEOHF,013971,20421,
30049G20,54555,EVOK,018173,1987460,
87151X10,58158,SYM,038022,3361884,
00234610,15507,AVII,064857,3218,
68240610,5941,TIRE,008148,23149,
92913A10,29462,PPR,025034,2566538,
52887210,37167,LEXG,133868,18767,
12479G10,55036,CBFV,018695,2163016,
27888N30,58690,ZEST,027086,3432297,
47632B10,55534,JSYN,035367,2419975,
74264N10,32025,PZN,065084,7952,
71715X20,58675,PMCB,155913,3434462,
12021E10,59485,BFRG,041936,3614202,
76771110,13971,RCHI,061302,2486,
89278D10,59530,TBMC,041389,3629030,
90254980,21793,UAUA,010795,31575,
11563710,20340,BF,002435,5210,
78471E10,59194,SKYX,025447,3507352,
29250510,42001,ECA,011781,23716,
55302L10,46025,MDH,161852,913271,
48208F10,57445,SHOT,036632,3292925,
00438V10,53403,AH,183636,2633316,
48826D20,55053,KIQ,107130,1221513,
00185810,176,APIEV,001050,6149,
07173410,12952,BHC,029955,4427,
53838J10,59389,LVWR,036979,3275763,
G6772P10,56223,OMAD,032558,2763562,
98955G10,57552,ZFOX,037416,3300198,
23334L10,46874,DSW,024171,604224,
04316G10,57162,AACQ,039097,3234117,
46186M60,55232,NVIV,185826,2237701,
82981J10,29753,SITC,027780,9097,
85512G10,59503,STHO,042243,3630399,
45321910,11401,IMUTF,025750,19161,
81707010,3659,SENEB,008582,27595,
98423F10,58497,XMTR,039065,3415227,
41959610,2089,HAVT,005523,14427,
83085310,9023,SKAI,013602,607817,
27828U10,45063,ETO,160287,1019848,
G3R39W10,57405,EMPW,039265,3278921,
76029L10,56422,RPAY,033693,2828892,
12521J10,57920,CFVI,037953,3351433,
40378310,50600,GYRE,025999,57738,
04264410,59056,AOGO,039585,3491186,
57978020,2801,MCCRK,007146,19939,
86272C10,14838,STRA,063338,29376,
01862610,55743,AMMA,034766,2542403,
69831A10,42001,PCX,011781,23716,
68230A10,14043,OGXI,032271,28592,
92671V30,57228,VIEW,038271,3256434,
34630N10,58099,FORA,038209,3360725,
53839L20,56273,LIVX,187122,2782404,
17038610,57021,COFS,066453,3160274,
50202P10,58628,LICY,039406,3271692,
49845K10,59641,KVYO,043288,3685328,
30053M20,51957,SNMP,175271,888048,
55261V10,11103,MAIC,024440,25131,
51792620,11801,LMET,023291,4345,
09202G10,16127,BDE,185372,1647390,
06390410,15596,OZRK,065106,4527,
63851710,3305,NWLI,017073,21642,
22821610,9023,DICE,013602,607817,
54948X10,58865,LUCD,039728,3462910,
G5415710,58812,LCW,038534,3461188,
52187K20,55835,LPTX,029914,2603853,
70455110,55925,BTU,142460,2642720,
00444T20,53673,ACRX,185908,1687678,
28504610,57694,ELIQ,037906,3336750,
94850Q10,54089,WCST,024658,1822262,
56168P10,58961,MAAQ,039926,3478600,
41071020,59292,HNVR,041241,3531148,
83301J10,59437,SNAL,041686,3580794,
52186520,30388,LEA,016477,1603228,
45768S10,34751,IOSP,110566,22927,
00503R40,59286,ASNS,041227,3531950,
86765210,48778,SPWRA,165051,489063,
10969610,21414,BCO,028590,245286,
G2254A10,58651,CHWA,038426,3442657,
19625W10,54879,CLNS,183603,2121211,
22529Y40,59064,CELZ,182902,3483084,
83190710,26126,STCCF,179454,3529740,
03506910,20201,AGO,001661,21454,
34619V10,58028,FRXB,038140,3362644,
90539J10,12461,UBSH,019713,31761,
30606L10,57344,FCAC,039158,3270649,
25401T60,54879,DBRG,183603,2121211,
08930210,20505,BIG,012123,4262,
64440N10,58769,NFGC,036836,3247599,
00674340,11029,AEY,024428,775,
38090010,26284,GIAKF,013453,11495,
82455M10,59713,SHIM,043435,3701553,
17253J10,57441,CIFR,039538,3285686,
00700210,56239,ACET,036987,2767882,
54866110,2709,LOWE,006829,19193,
87073810,4340,SFY,010221,2654473,
25466850,13915,DSCO,061140,3194858,
66765510,3306,NWNG,007993,22667,
23316510,1308,DIAG,003691,3350556,
67786410,3348,OILC,008105,23015,
89268A10,58612,UPTD,038535,3422298,
12485710,21866,CBS,013714,32587,
00206R10,21645,SBC,009899,27163,
15202L10,15761,CSR,065640,16896,
05366Y20,51949,AVNW,176572,920131,
74365U10,55083,TARA,036044,2159001,
65340G10,50840,HCF,174926,2456128,
76127010,20659,RCR,004423,10896,
00211Y50,15638,ABIO,182309,15329,
01131110,12025,ALMO,027960,1259,
27886510,1467,ECON,004213,10036,
02451V30,59654,ABAT,026366,3686252,
21871X10,59380,CRBG,041084,3565582,
10501E20,55022,BCLI,153957,2152199,
80517M10,59581,SVV,040501,3658992,
00430420,15158,AXK,021118,569,
11844010,11506,BKLE,025234,5276,
90654810,21808,UEP,010860,1976,
02155H20,46994,ALT,031249,620488,
60040X10,54381,MLND,039104,1949277,
23627210,57078,DNMR,037630,3191984,
05373487,55167,AVGR,022704,2212394,
82616520,59102,SIDU,040305,3486569,
29337E10,57052,ELVN,036204,3180668,
39036P20,16581,GECX,121257,23233,
89723860,54088,TROV,155387,1822842,
45793310,20982,INP,006013,16260,
25387610,8185,DGSI,012304,30095,
36159R10,13225,GGI,030536,33006,
68373L40,55279,OPGN,023241,2242630,
46222L10,57538,IONQ,039800,3298486,
37367850,57347,GOVX,024966,3276671,
14167R10,54964,CCLD,020143,2127030,
89853L30,54998,TTOO,021033,2132433,
29413Q20,56700,EVSI,184345,3022539,
36555P10,55928,GDI,030098,2656398,
60255C88,58211,MNMD,036288,1746054,
G2426E10,58494,TRON,038554,3408319,
53122979,54311,LSXMB,017010,1924862,
15725Q10,57228,CFII,038271,3256434,
00548H10,59459,JEWL,041688,3590396,
87874220,50848,TCK,010385,30169,
49271V10,56438,KDP,028877,1057037,
45170X20,15745,INVE,065552,27327,
68270C10,58286,ONMD,038308,3391177,
,21763,SWA,010609,30906,
47952810,21022,JCT,003410,667440,
92407M20,39154,VRML,140042,1651379,
86846V10,57395,SPNV,039570,3286230,
87257M10,57694,TLGA,037906,3336750,
55328R10,54379,TIO,160555,1948280,
14166510,15934,CECO,066379,5827,
24279710,57434,DCRB,039273,3285620,
27987010,55458,EDGE,034942,2344735,
96090850,53078,WPRT,108831,33401,
14149Y10,6262,CDIC,002751,5811,
64111110,17399,NGWY,111629,3231246,
21255M20,57620,CVLB,025472,3311483,
55267W30,30875,MDCAF,039309,19995,
15346Q10,16365,GCFC,117018,821944,
83417A20,55215,SLTD,165968,2223837,
46110710,6051,IUS,010840,31727,
03528H10,6473,ANIX,012717,2305769,
86260J10,58980,STRN,039835,3474094,
46604H20,55523,IZEA,187357,2417881,
37253A10,12194,THRM,028408,2029,
56584910,21795,MRO,007017,32067,
16307X10,59619,CTNT,042891,3669898,
10920V40,58332,BHG,038856,3411709,
98888T10,59161,ZIMV,040758,3513266,
24703L20,55676,DELL,014489,2519758,
46612J50,12583,JDSU,029241,17374,
92556H10,21866,PARAA,013714,32587,
57638P10,59444,MBC,041835,3593719,
22407B10,59456,COYA,041878,3598524,
69073010,3321,OBOD,008213,23505,
G7S53R10,58444,PROK,034263,3415681,
70088510,43689,PKBK,151544,748441,
22655210,17399,CXDO,111629,3231246,
57631410,45058,MSTX,031177,4343,
86164240,29930,SGY,017228,29312,
36472T10,54754,GCI,019574,2044599,
70065810,10743,PARK,019318,23823,
20390020,5195,JCS,041076,7457,
